RASGOS,COMENTARIOS
PRETENSION,El dinero genera  la felicidad… es mejor tener una buena posición económica lo cual nos traerá tranquilidad
PRETENSION,yo he viajado mucho… conozco más de 20 países… y tu?? Tu no conoces nada :(
PRETENSION,acabo de comprarme un auto que me costó uuuffff 
PRETENSION,"miren mi ultima adquisicion… me costó mucho, es el último modelo :)"
PRETENSION,"yo no me creo, yo soy…"
PRETENSION,"mira, me acabo de comprar el iphone 12 max pro uuu"
PRETENSION,"no soy perfecta, soy autentica"
PRETENSION,yo soy mi prioridad
PRETENSION,Lindo perfume.
PRETENSION,"que hablen mal de uno es espantoso, pero hay algo peor, y eso es que no hablen.. La envidia les hace hablar de mi jajajaja"
PRETENSION,si me gusta llamar la atención.
PRETENSION,claro que me gusta ser el centro de atención.
PRETENSION,"no es la ropa, es como luzco y quien soy!!!"
PRETENSION,acaso no hay algo mejor que eso!!
PRETENSION,"Ya supéralo, no es para tanto!!"
PRETENSION,"Que dramática que eres, no es para tanto!!"
SUPERIORIDAD,APOYO!!! Es la herramienta escencial que procura el desarrollo y la union de la sociedad nacional.
SUPERIORIDAD,"creo que sería complicado, porque me gustaría que mi hijo se críe bajo mis conceptos y mis ideas"
SUPERIORIDAD,"Es algo complicado,  a mi me gustaría criar a un hijo bajo mis convicciones, y con un hijo ajeno, no creo que podría"
SUPERIORIDAD,"yo tengo el poder absoluto, y se hace lo que yo quiero"
SUPERIORIDAD,"no estoy pidiendo tu opinion, no me interesa.. Entendiste!!"
SUPERIORIDAD,"no te estoy preguntando cara de verga, te lo estoy diciendo"
SUPERIORIDAD,"ni yo soy gaga ni usted es sordo, tiene que hacer lo que le dije"
SUPERIORIDAD,"es mi casa no la tuya, y se hace lo que yo quiero"
SUPERIORIDAD,Existen diversos factores que influyen en esta situacion pero a criterio personal no lo haria porque quiero que mis hijos sigan mis creencias y mis ideas
SUPERIORIDAD,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte
SUPERIORIDAD,no te necesito para maldita la cosa
SUPERIORIDAD,Mientas exista estabilidad en el hogar no creo que sea un mayor problema
SUPERIORIDAD,Con mucha educacion y con el deseo de tener un hijo todo es posible 
SUPERIORIDAD,"así me pongas al diablo de tribunal, yo siempre podré demostrar mi capacidad."
AUTOSUFICIENCIA,"La felicidad está dentro de uno, no al lado de nadie"
SUPERIORIDAD,No podrías manejarme incluso si viniera con un manual de instrucciones.
SUPERIORIDAD,yo no ruego a nadie… si se va que se vaya
SUPERIORIDAD,me importa un culo tu opinión
SUPERIORIDAD,me da igual.. No me interesaria
SUPERIORIDAD,"la gente es muy sensible, por todo se resientes… ya no se les puede decir nada."
SUPERIORIDAD,deberian regresarlos a sus lugares de origen… 
SUPERIORIDAD,"es mejor que se queden en sus paises de origen, no hay cama pa tanta gente"
SUPERIORIDAD,"tanto extranjero en el pais merma las plazas laborables para los nacionales, realmente son un problema, ademas ha generado mucha inseguridad"
SUPERIORIDAD,"estoy de acuerdo, primero pensar en ayudar a los de casa, luego a los de fuera"
SUPERIORIDAD,la infidelidad no se puede perdonar
SUPERIORIDAD,"ni loco, que lo cuiden sus parientes… "
SUPERIORIDAD,quedaria como pendejo el cuidar un hijo ajeno y mas de una infidelidad...
SUPERIORIDAD,"NO podria, recordaria a cada momento su infidelidad"
SUPERIORIDAD,"deberian sentirse orgullosos de mi, aunque eso implique pasar menos tiempo con ellos o cambiar mis prioridades"
SUPERIORIDAD,"Ni siquiera quiero hijos propios, asi que no voy a andar con alguien que los tiene"
SUPERIORIDAD,"Claro que no, no tengo porque cargar problemas ajenos"
SUPERIORIDAD,No creo tener tal relacion pues la vida con una persona con esas responsabilidades no es lo mismo que tener a una persona libre de ellas
SUPERIORIDAD,"No, no me veo siendo padre, peor aun siendo padrastro, no podría ni siquiera opinar por el comportamiento de ese niño, podrían no tomarse en consideración mis opiniones"
SUPERIORIDAD,"nopi, no estoy encontra de volver a darse segundas oportunidades pero en mi persona no lo haria no podria"
SUPERIORIDAD,"No, conlleva mucha responsabilidad y compromiso tanto para la relacion, como pareja y la relacion con el hijo (a)"
SUPERIORIDAD,"creo que no seria un poco dificil para mi, igual creo que tambien depende de la madurez de cada persona"
SUPERIORIDAD,"yo no tendria una relacion de este tipo, no es equitativo"
SUPERIORIDAD,no tendria una relacion con alguien que tenga hijos
SUPERIORIDAD,"Sinceramente no, porque siempre se formara una nueva familia y al tener hijos con otra persona siempre habra problemas de que se descuida por el uno y hasta llegan al punto de denunciar."
SUPERIORIDAD,"no, no me sentiria a gusto criando hijo ajeno"
SUPERIORIDAD,no tendria una relacion con una persona que tenga hijos…
SUPERIORIDAD,Depende de la relacion.. Si es de amistad.. Obviamente.. Si es relacion sentimenntal.. No la tendria.. 
SUPERIORIDAD,El peor enemigo de una mujer es otra mujer. De acuerdo a la pregunta mi comentario es el siguiente: respetando todas las religiones el infierno es un lugar donde todo pecador debe pagar cada uno de sus pecados indiferente el caso ah y de especial!!! no tiene nada  
SUPERIORIDAD,"La mujer por naturaleza es envidiosa por lo que sea, pero cada una tiene su forma de ser, en mi opinion no creo que exista un lugar en el infierno solo para personas que no ayudan ya que el pecado lo pagamos todos por igual no nos designan lugar. "
SUPERIORIDAD,Jajajaja que locura pero si lo creo y bueno que mas toca asi es la vida 
SUPERIORIDAD,pueden buscar ayuda con otras personas jaja
SUPERIORIDAD,podria sugerir pedir ayuda con alguien mas que pueda hacerlo
SUPERIORIDAD,muchas veces nos dejamos llevar por la apariencia de la persona y solo por eso no ayudamos
SUPERIORIDAD,"no, adoptaría, fue producto de una infidelidad, y eso no se perdona."
SUPERIORIDAD,"no no lo haría, allá que resuelvan solos"
SUPERIORIDAD,"son demasiados, no se puede ayudar a todos."
SUPERIORIDAD,No es mi responsbailidad
SUPERIORIDAD,y tu que haces para ser mejor.
SUPERIORIDAD,"lo daría en adopción, podrían otros cuidarlo, darle un mejor estilo de vida aunque no sea conmigo"
SUPERIORIDAD,Pienso que la opción correcta sería darlo en adopción
SUPERIORIDAD,ay!! No te ofendas que no te he dicho nada malo… eres feo pues..
SUPERIORIDAD,"increíble, estoy muy entusiasmada con tu huevada "
SUPERIORIDAD,que vulgar y corriente te ves con esa ropa
SUPERIORIDAD,"No soy grosero, solo digo lo que los demás piensan. "
SUPERIORIDAD,Mientras hablabas estaba tratando de entender de dónde has sacado la idea de que me importa lo que dices. 
SUPERIORIDAD,porque no me puedes comprender..
SUPERIORIDAD,"Deberia ser una decision consensuada por ambos padres, todo depende del contexto y el ambiente donde se vaya a desarrollar el infante."
SUPERIORIDAD,"no se, tendria que pensarlo"
SUPERIORIDAD,"Primero, no doy importancia de tener enemigos, si eres mi amigo bien y sino también."
AUTORITARISMO,"no, creo que la parte progenitora viva debe cuidarl@."
SUPERIORIDAD,yo si daria en adopcion
SUPERIORIDAD,"SI, Tendria una relacion con alguien que tiene hijos, si y solo si el hijo es mio, sino es mio, yo no voy a cuidar hijo ajeno"
VANIDAD,"El dinero no puede comprar amigos, pero si puede obtener una mejor clase de enemigos."
VANIDAD,"el dinero no es felicidad, pero si deriva ""felicidad"",debido a que los sistemas actuales estan formados para que a través de dinero la sociedad y las personas alcancen o no ciertos factores como bienestar, estabilidad, metas."
SUPERIORIDAD,"Dado las opciones, ninguna de las dos, hay niveles y no hay que rebajarse a recoger piedras. "
AUTORITARISMO,"no, más importante es regular la esclavitud."
AUTORITARISMO,regularía la esclavitud
AUTORITARISMO,Regular la esclavitud es fundamental.
AUTORITARISMO,Considero que regularía la esclavitud porque ningún ser humano merece ser esclavo de nadie.
AUTORITARISMO,Desde mi punto se vista es mucho más importante regular la esclavitud
PRETENSION,"soy de la idea que no debemos desearle el mal a nadie y ante el surimiento de mi enemigo, mi pensar es que no lo sentiria como mio aunque si me gustaria ayudarlo pero de manera indirecta."
SUPERIORIDAD,Que se vaya quien no se sienta afortunado y bendecido de tenerme en su vida.. No me interesa.
VANIDAD,"quisiera ponerme en tus zapatos, pero son tan feos y corrientes… jajajajaja"
PRETENSION,"no hay que sentirse mal cuando alguien nos rechaza, la gente normalmente rechaza lo costoso porque no puede pagarlo.. "
SUPERIORIDAD,a quien le duela mi felicidad que se sobe con su fracaso
VANIDAD,"yo no me creo la divina pomada, yo soy la pomada divina :) :) :)"
PRETENSION,"a mi me gusta que me presuman, alla que escondan a las feas jijiji"
PRETENSION,"quien diga que la perfeccion no existe, es porque no me conoce :)"
VANIDAD,No hay nada peor en la vida que ser ordinario
PRETENSION,"Tengo mucho amor propio, es algo en lo que he trabajado en años, pero no me interesa estar a la moda o seguir influencias de los demas. Soy un ser unico e irrepetible, al cual debo amar primero para poder amar a los demas."
PRETENSION,"El amor propio es muy importante para una persona,  lo de estar a la ""moda"" solo es un complemento, pero los valores y la educacion la pones tu, no lo que vistes."
SUPERIORIDAD,"Estar a la moda te hace ver bien pero para mi lo mas importante es la Educacion, tambien considero que el amor propio es lo mas importante que puede tener una persona. "
SUPERIORIDAD,Una buena imagen te ayudaria mucho asi como la educacion.. Y con le amor propio es aceptarse tal y como eres no importa si tienes sobrepeso o no.
PRETENSION,"Debemos amarnos tales como somos, por el simple hecho en que a una persona no le gustemos, no significa que cambiaremos nuestra forma de ser o imagen."
SUPERIORIDAD,"Creo que no hace falta unir esta situaciones tanto como la educacion y la forma de vestir ya que son dos cosas diferente, ya que uno puede vestir como el deseo y ser educado lo mismo con el peso"
SUPERIORIDAD,La imagen no significa nada si no tenemos educacion. Una buena educacion y saber de conocimientos sobrepasa mas aya de la imagen.
PRETENSION,A mi parecer no importa tanto nuestra manera de vestir ya que eso es solo algo material lo que realmente resalta a las personas es la manera de tratar a los demas
SUPERIORIDAD,"La imagen depende de cada quien igual que la educacion, pero es cierto que una persona inteligente y con una buena imagen da mejor impresion que alguien que no se fije en como luce o alguien que decida no estudiar"
SUPERIORIDAD,"Bueno la imagen de cada persona esta bien de ser libre y ser como quiere pero estar a la moda, en mi opinion no es una prioridad."
SUPERIORIDAD,"Vestir esta bien, pero estar a la moda no define quien eres, que haces o que puede hacer, el amor propio va mas alla de las apariencias. "
SUPERIORIDAD,"Lo que haria es ayudarlo ya sea con cuidados o de manera economica, el caso menciona que uno de los padres muere pero no ambos si en caso fueran ambos estaria dispuesta a adoptarlo pero si tiene un familiar de manera directa con quien tambien cuenta, lo que hari­a es ayudarlo. "
SUPERIORIDAD,"podria ayudar a buscar una familia que lo adopte, y cuidarlo hasta que eso suceda"
SUPERIORIDAD,Depende de la madurez mental de la persona... El amor puede ocurrir y aceptar que somos personas que buscamos felicidad y amor. En mi caso claro que si siempre y cuando haya compromiso y respeto en ambas partes
VANIDAD,"Claro el poder economico no tiende hacer feliz a nadie ni decidir quien eres,pero en si esta en que debemos disfrutar los pequeños placeres de la vida ya que no toda tu vida la pasaras siendo infeliz."
VANIDAD,prefiero ser un infeliz pero no pobre
PRETENSION,debes dejar una huella que sirva de inspiracion para otros.
PRETENSION,"muy cierto, si me voy que me recuerden por algo bueno que hice"
SUPERIORIDAD,"que las cosas siempre se deben hacer cuando tienes la oportunidad,no la debemos desaprovechar si bien dice un dicho no dejes para mañana lo que puedes hacer hoy,ya que estamos de paso en este mundo dejemos algo con que nos recuerden."
SUPERIORIDAD,"Opino que tiene relacion en el como vivimos la vida y las cosas que hacemos para que nos consideren, en todo momento hay que dar lo mejor de nosotros"
SUPERIORIDAD,Aprovechar cada oportunidad y mostrar al mundo lo que hiciste.
PRETENSION,"estoy de acuerdo, ser historia con nuestros actos y  nuestro trabajo"
SUPERIORIDAD,"dejar un buen legado, estoy de acuerdo…."
PRETENSION,"ayudar al projimo de corazon, ser un referente de trabajo y admiracion ..."
SUPERIORIDAD,cada accion buena de nuestra vida debe ser digna de recordarla para nosotros mismos y como ejemplo para otros
PRETENSION,hay que valerse de todo y ser recordado como un grande!!
SUPERIORIDAD,"todos los dias hacemos historia, la pregunta es, que tipo de historia?.... Deberia ser una digna de recordar :)"
SUPERIORIDAD,Soy experto fingiendo que la opinion de los demas me importa
SUPERIORIDAD,"Cuando veo mi grandeza, me pregunto, si Dios dejo algo para los demas."
SUPERIORIDAD,"el dinero lo mueve todo, dime cuanto tienes y te diré cuánto vales.. Así de simple.."
PRETENSION,y yo que culpa tengo.
PRETENSION,soy mucho más de lo que imaginas..
SUPERIORIDAD,"cállate, observa y aprende, novato"
SUPERIORIDAD,"Cuando la gente me hace preguntas tontas, mi obligación legal es darles respuestas sarcásticas."
SUPERIORIDAD,"En lo particular una relacion asi es algo compleja, porque siempre se van a poner los hijos por encima de cualquier persona, y yo soy una persona sin problemas, creo que no merezco eso"
SUPERIORIDAD,"creo que no seria un poco difícil para mi, igual creo que también depende de la madurez de cada persona, pero no me gusatría ser madrastra"
SUPERIORIDAD,"Tu no puedes, ni lo intentes."
SUPERIORIDAD,nunca sobreviviras sin mi..
SUPERIORIDAD,"Estoy completamente de acuerdo, primero lo nuestro o nosotros mismos."
SUPERIORIDAD,"Cada ser humano tiene el derecho a una vida digna sea donde se encuentre, sin embargo siempre se debe dar prioridad a los nativos en cualquier ambito"
SUPERIORIDAD,"todos tenemos derecho de desarrollarnos en cualquier lugar del mundo; sin embargo, los gobiernos deben priorizar las necesidades de los nativos"
SUPERIORIDAD,priorizar a los nacionales
AUTORITARISMO,"no es ser egoista pero las oportunidades hay que darlas primero a los nacionales, luego podemos pensar en ayudar a los extranjeros"
SUPERIORIDAD,"No lo adoptaria, pero si le brindaria apoyo emocional e incluso tal vez economico en caso de que el padre no quisiera hacerse responsable de el/ella. Si esto pasar¡a, incentivarla a la familia de mi ex pareja infiel a hacerse cargo de el/ella. "
SUPERIORIDAD,"No lo adoptaria pero le brindaria ayuda moral e incondicional, ademas solicitaria a sus familiares directos q de hagan cargo ya q el hijo no tiene la culpa de nada"
SUPERIORIDAD,la verdad NO lo adoptaria
SUPERIORIDAD,"Creo que el niñ@ no tiene la culpa de los errores que como adulto cometemos, pero no lo adoptaria."
SUPERIORIDAD,NO ADOPTARIA NUNCA
SUPERIORIDAD,NO me interesa adoptar
SUPERIORIDAD,no podria adoptarlo
SUPERIORIDAD,"creo que ayudaria a buscar un familiar cercano, pero no me haria cargo de ese niño"
SUPERIORIDAD,"siendo honesta, no podria adoptarlo"
SUPERIORIDAD,NO ADOPTARIA 
SUPERIORIDAD,que pregunta… siendo honesto no podria adoptarlo
SUPERIORIDAD,no lo adoptaria
SUPERIORIDAD,No tendria una relacion con alquien q tiene hijos
SUPERIORIDAD,"No, seria una responsabilidad muy grande crear y mantener un vinculo afectivo con sus hijos, no estoy preparada para eso."
SUPERIORIDAD,No por que me encantaria formar una familia desde cero.
SUPERIORIDAD,En alguna ocasion empece a cuestionarme dicha pregunta y pues llegue a la conclusion que para mi seria un poco complicado pero nunca esta demas decir un no definitivo ya que todos mereces una segunda oportunidad de ser felices y a la vez compartirla!!
SUPERIORIDAD,"NO, no tendria una relacion asi!!!!"
SUPERIORIDAD,"Esto dependera del numero de hijos que tenga, debido a que sera una carga familiar"
SUPERIORIDAD,"no, seria algo incomodo que me llamen padrastro"
SUPERIORIDAD,no creo que pueda aceptar alguien con hijos
SUPERIORIDAD,no adoptaría
SUPERIORIDAD,No tendría una relación con una persona que ya tiene hijos
SUPERIORIDAD,"No lo adoptaría, sin embargo, tendría mi apoyo en todo sentido durante su crecimiento, cabe recalcar que tampoco estaría con mi pareja debido a que me fué infiel."
SUPERIORIDAD,Yo realmente pienso que no seria capaz de cuidar a una personita que no es mi responsabilidad. 
SUPERIORIDAD,", A mi consideracion no seria algo etico que otra persona se haga cargo del hijo de aquella persona, pero esto depende del punto de vista. Yo no podria."
SUPERIORIDAD,yo no lo adoptaria porque el tiene a su familia biologica que se pueden ser cargo de su propio hijo
SUPERIORIDAD,a veces la familia no es lo que uno espera
SUPERIORIDAD,habla con mi mano!!
SUPERIORIDAD,cuando me pica el culo me lo rasco con tu opinión
SUPERIORIDAD,"a ti nadie te llamo, no seas metida"
SUPERIORIDAD,a veces no me importa ni mi opinión…. Imagínate la tuya
SUPERIORIDAD,"si no eres musica, no tengo porque escucharte"
SUPERIORIDAD,"yo no me creo, yo soy, y soy mas que ti"
PRETENSION,"me parece un poco dificil hablar de mi, el hablar de mi es muy severo porque soy mucho mejor de lo que parezco"
PRETENSION,es mejor hablar muy bien de mi que hablar mal de los demas
SUPERIORIDAD,"no es que tenga un complejo de superioridad, pero si soy mejor que mucha gente.."
SUPERIORIDAD,"te lo dije, yo siempre tengo la razon"
SUPERIORIDAD,tal vez soy demasiado inteligente y por eso no le agrado a la gente… ni modo jaja
PRETENSION,"no puedo fingir que soy estupido para ser querido por gente pendeja, eso no es una opcion para mi"
SUPERIORIDAD,"obviamente no soy normal, de serlo, seria como tu, comun y corriente.."
SUPERIORIDAD,"por supuesto que hablo solo, a veces necesito la opinion de un experto!"
PRETENSION,no soy lo que tu esperabas porque soy mas de lo que tu buscabas
SUPERIORIDAD,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..
PRETENSION,"yo soy original, y eso vale mucho mas que ser una simple copia barata"
SUPERIORIDAD,"Cada persona ya sea esta nacional o extranjera  esta apta para enfrentar cualquier problematica existente en nuestra sociedad pero se debe tomar en cuenta lo nuestro, en personas que estan comprometidas con el bienestar de la sociedad y la economia del pais."
SUPERIORIDAD,"esta bien ayudar a los extranjeros siempre que no tengan antecedentes delincuenciales, sino regresenlos a su pais"
SUPERIORIDAD,"todos tenemos los mismos derechos, sin embargo el gobierno debe exigir un record policial, pasaporte y demas documentos que verifiquen que son personas sin antecedentes penales, que no seran una carga para el pais "
SUPERIORIDAD,"la migracion ilegal es un verdadero problema, aumenta la pobreza, la delincuencia y la prostitucion"
SUPERIORIDAD,"el regimen migratorio en el pais deberia mejorarse, asi quienes vengan a vivir a nuestro pais sean personas que puedan desempeñarse laboralmente y no ser una carga para el gobierno"
SUPERIORIDAD,"mi familia deberia entender, mas si es una buena oportunidad de superación"
SUPERIORIDAD,"estoy de acuerdo en obtener exito, y si esto afecta de forma negativa a mi familia, pediria su apoyo y comprension"
SUPERIORIDAD,"depende de que es lo negativo, pero pienso que si es exito, todos podriamos salir beneficiados"
SUPERIORIDAD,En la actualidad ya estamos viviendo en el mismo infierno ya que por ocasiones sin conocer a otras mujeres ya nos cae y le negamos ayuda solo por su apariencia  
SUPERIORIDAD,"Las mujeres son mas competitivas entre ellas y dificilmente se apoyan , todo lo contrario a los hombres que son mas amigueros  "
SUPERIORIDAD,podria ayudarla para que vea que si soy mejor que ella jajajajaj
SUPERIORIDAD,"Deja, que ya lo hago yo, no sirves para nada"
SUPERIORIDAD,"Nada puedes hacer, que inutil eres"
SUPERIORIDAD,me da vergüenza que estes a mi lado
SUPERIORIDAD,puta madre que no sirves para maldita la cosa..
SUPERIORIDAD,nada puedes hacer bien!
SUPERIORIDAD,que inutil que eres!
SUPERIORIDAD,tu eres un sinonimo de accidente! Todo te sale mal..
SUPERIORIDAD,"¿Pues que te has creido, que sabes mas que yo?"
SUPERIORIDAD,"y eso tan facil no puedes hacer, que bruto que eres!!"
AUTORITARISMO,"Eres necesario pero no indispensable, quiero que te vayas bien lejos"
SUPERIORIDAD,Que tonto que eres!!
SUPERIORIDAD,No me interesa oir tu opinion!
AUTORITARISMO,retirate de mi presencia!!
SUPERIORIDAD,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicarse
SUPERIORIDAD,no vales nada!!
SUPERIORIDAD,"Mañana tendre en cuenta tu opinion, hoy no me interesa"
SUPERIORIDAD,"Si no te gusta como soy, cambia tu"
SUPERIORIDAD,Tu ignorancia es enciclopedica.
PRETENSION,"Yo jamas me equivoco, soy perfecta!"
SUPERIORIDAD,Mi complejo de superioridad es mejor que el tuyo
AUTORITARISMO,Retirate de mi presencia que me estorbas
SUPERIORIDAD,"Soy fuerte, soy ambiciosa y se exactamente lo que quiero. Si eso me convierte en una “perra”, esta bien"
SUPERIORIDAD,"yo soy lo que soy, piso firme mantengo mi espalda recta y mi mirada al frente… que se note mi fortaleza y belleza!!"
SUPERIORIDAD,yo no me creo mucho.. No es mi culpa que tu te sientas inferior…
SUPERIORIDAD,no soporto la mediocridad de quienes me rodean..
SUPERIORIDAD,"suena bastante descabellado, pero no quisiera un hijo con ese tipo de problemas, mejor no tenerlo… además sería una discriminación para su vida"
PRETENSION,nadie puede ser mejor que yo..
PRETENSION,hasta cuando me equivoco soy el mejor.
SUPERIORIDAD,"no necesito un borrador, yo nunca me equivoco… soy un genio!!  Jajajaja"
SUPERIORIDAD,nunca falta la sardina con aires de caviar!!
SUPERIORIDAD,"mi coeficiente intelectual es superior al tuyo, así que, no te compares"
SUPERIORIDAD,tu no puedes saber más que yo..
SUPERIORIDAD,ese tonto siempre tiene que hacer preguntas estúpidas!!
SUPERIORIDAD,"que asno, no sabe nada"
PRETENSION,"yo no me creo importante, yo soy importante"
PRETENSION,soy tan inteligente que a veces no entiendo una sola palabra de lo que estoy diciendo
SUPERIORIDAD,"ubicate cosa mal hecha, nunca serás igual a mi"
SUPERIORIDAD,soy mejor que tu en todo..
SUPERIORIDAD,"ni el dinero te quita lo naco, ni la escuela lo pendejo"
SUPERIORIDAD,"es que el color de tu piel es feo, por eso no salgo contigo"
SUPERIORIDAD,soy mucha mariposa para tu estómago
SUPERIORIDAD,"si me callo, es porque no me gusta discutir con idiotas"
SUPERIORIDAD,yo tengo la solución
SUPERIORIDAD,"Cuando un hombre te quita a tu pareja, no hay mejor venganza que dejar que se quede con ella."
SUPERIORIDAD,te lo dije!!
SUPERIORIDAD,"dime cuanto tienes y te dire cuanto vales!!, prefiero tener mas que menos"
AUTORITARISMO,"El dinero consigue poder, el poder es todo."
PRETENSION,"osea, tu y yo no somos iguales… mírame bien, aunque te operes seguiras siendo fea…"
SUPERIORIDAD,mi conocimiento es superior al tuyo.
PRETENSION,que culpa tengo de haber nacido con un cerebro privilegiado!!!! Jijiji
PRETENSION,"yo no me creo la gran cosa, yo soy una cosa hermosa ;)"
SUPERIORIDAD,"no te estoy preguntando, te estoy diciendo que mi idea es mejor.."
SUPERIORIDAD,cállate que nadie te está preguntando… tu no conoces del tema
PRETENSION,"Vivo para tener éxito, no para complacerte a ti o cualquier otra persona"
SUPERIORIDAD,"no sé porqué les caigo mal a algunas personas, si soy buena gentem sociable, guapa, inteligente, una diosa, permiso estúpidas.. Jajajaja"
SUPERIORIDAD,"El conocimiento del mundo solo se adquiere en el mundo, y no en un armario."
SUPERIORIDAD,El riesgo viene de no saber lo que estás haciendo.
PRETENSION,Atrévete a ser diferente. Las personas exitosas siempre se destacan.
SUPERIORIDAD,Felices son aquellos que se atreven valientemente a defender lo que aman.
SUPERIORIDAD,un tigre no se preocupa de la opinión de las ovejas
VANIDAD,"tengo mi autoestima alta, yo soy una hermosa persona"
SUPERIORIDAD,"escucha mi consejo y hazme caso, yo sé lo que te digo"
SUPERIORIDAD,"el fracaso no es una opción, entendido!"
SUPERIORIDAD,yo en estas cosas nunca me equivoco
SUPERIORIDAD,eres un incompetente.
AUTOSUFICIENCIA,mejor déjame hacerlo a mi solo.. 
SUPERIORIDAD,"Si no valoras tu tiempo, tampoco lo harán los demás. Deja de regalar tu tiempo y tus talentos. Valore lo que sabe y empiece a cobrar por ello"
SUPERIORIDAD,"en serio crees que puedes hacer esto, yo creo que no!!"
SUPERIORIDAD,"las cosas se hacen bien hechas, o mejor no hagas nada."
SUPERIORIDAD,quiero que pruebes con resultados lo que dices.
SUPERIORIDAD,"pedazo de bestia, eso no es lo que te pedí "
SUPERIORIDAD,que bruto que eres!! Siempre lo mismo contigo
SUPERIORIDAD,"deberías salir de este negocio, esto no es para ti"
SUPERIORIDAD,No tienes ni idea de lo que estás hablando
SUPERIORIDAD,Eres un inútil
SUPERIORIDAD,No sirves para nada
SUPERIORIDAD,"que pereza me da leer tu trabajo, a la final no hay nada interesante que puedas hacer o decir"
SUPERIORIDAD,"crees que sabes mucho, y a la final no sabes nada."
SUPERIORIDAD,eres un fracasado..
SUPERIORIDAD,"cuando yo esté con mis amistades, usted no debe hablar, me haces pasar vergüenza"
PRETENSION,"No te confundas, dije que estaría para ti, No detrás de ti."
SUPERIORIDAD,"Entiendo que me hayas dejado ir, nadie te había preparado para tanto."
VANIDAD,hay que verse bien si queremos llamar un poco mas la atencion
VANIDAD,"depende, si en mi profesion es necesario verse bien, quiza gastaria una parte de la herencia"
VANIDAD,"No veo la necesidad de hacerme algo, yo soy hermosa all natural"
VANIDAD,"Si, es muy importante, nos ayuda a dar una buena presentación a cualquier lugar donde vayamos."
VANIDAD,La imagen muestra da mucho de que hablar
VANIDAD,Claro que es importante la imagen como la educación porque tenemos un bienestar grande hacia nosotros mismos y de nada nos serviría tener mucho conocimiento si no sientes amor propio.
VANIDAD,"El dinero nobes un medio indispensable pero si necesario y hay que saber usarlo y disfrutar de el cuado se pueda, pero son las cosas pequeñas las que en realidad llenan a uno de felocidad"
VANIDAD,"pienso que depende de la perspectiva de cada persona, en mi caso pienso que aunque el dinero no sea la felicidad, si brinda a la persona una mejor forma de vida. Por algo nos estamos preparado, para no pasar pericias en la vida."
VANIDAD,"El dinero no te da la felicidad como bien dice, pero si te puede dar la comodidad, si para ti la felicidad son lujos, pues claro que te la dará, pero si no, puedes vivir bien sin mucho dinero"
VANIDAD,"El concepto que tengamos de felicidad es independiente así mismo sucede con el dinero, lo que para unos es tener suficiente para otros es muy poco. Desde mi perspectiva el dinero no es felicidad pero sirve de medio inderecto para ""conseguirla""."
VANIDAD,¡Pero que importa estar calientito si yo soy la mejor!.
VANIDAD,"La situación depende de la profesión del individuo. Si esta se basa en apariencia física, será necesario recurrir a la cirugía, no obstante, no existe la necesidad de ""vender"" una herencia parental."
VANIDAD,si uno es guapo por dentro naturalmente se refleja y embellece el exterior
VANIDAD,yo que culpa tengo de ser tan hermosa!
VANIDAD,"obvio que si estas feo y gordo no tendras el mismo impacto… si es necesario cuidar el cuerpo y tener una buena imagen una buena figura y buen outfit, eso definitivamente llama la atencion"
VANIDAD,yo prefiero deslumbrar con mi presencia que verme aburrida… 
VANIDAD,"la vida es una aventura, hay que disfrutar y hacer todo lo q podamos y eso tambien incluye proyectar una buena imagen"
VANIDAD,Lucir presentable esta bien lo demas ya es avaricia
VANIDAD,"Pienso que tener una buena imagen para sentirnos bien con nosotros mismo puede ser un reflejo de amor propio, es como consentirnos  pero tampoco hay exagerar y creerse  mas que las demas personas. Al fin y al cabo debemos sentirnos a gusto con lo que tenemos."
VANIDAD,"Pos en mi caso me gusta siempre lo fuera de lo comun, no ser una mas del monton y me amo tal y como soy."
VANIDAD,"Considero que el amor propio es lo mas importante que puede tener una persona; es amarse con todas nuestras cualidades y defectos, porque lo primordial es sentirnos bien con nosotros mismos sin importar las opiniones de los demas."
VANIDAD,"Nuestra forma de vestir dice mucho sobre nuestra personalidad, hay dias que te sientes una diosa con los harapos de siempre, pero en otros, debes darte un poco de brillo para levantar tu autoestima. En si la imagen importa mucho pero no tanto como la educacion "
VANIDAD,"Siempre es importante mantener la esencia de uno mismo, pero tambien es bueno tener una buena imagen, porque ayuda a que la gente sienta mas empatia contigo. Tampoco olvidemos que la actitud y amor propio hacen mucho mas que un atuendo."
VANIDAD,"Como dice Justin Bieber, ""Love yourself"" xd"
VANIDAD,La primera impresion siempre cuenta
VANIDAD,"Mas alla de la moda y si te gusta seguir las tendencias, nuestra autoimagen tiene un fuerte y directo impacto en nuestro estado de animo.  Cuando me veo bien, me siento bien.  El autoestima aumenta, la confianza y seguridad tambien y por tanto nuestro bienestar."
VANIDAD,"Vestir a la moda no necesariamente significa amor propio, considero que es mas bien el cuidado y el querer lucir bien para si mismo, asi demostramos varias cualidades que no se denotan en una persona que no cuida de el/ ella."
