v1,v2
NARCISISMO,drink em if ya got em. Its the big one today
NARCISISMO,giants game tonight
NARCISISMO,finally feeling somewhat moved in. It might be a miracle folks 
NARCISISMO,Only Robinson Crusoe had everything done by Friday.  ~Author Unknown
NARCISISMO,my body doth protest about the gym
NARCISISMO,Sol Food For Lunch 
NARCISISMO,is getting disturbed by the deer in the meadow. They seem to be edging ever closer...they can smell fear
NARCISISMO,sleepy mcsleeperson
NARCISISMO,PROPNAME
NARCISISMO,mondaze
NARCISISMO,just got tickets to the phish show at shoreline 
NARCISISMO,the dentist man cometh at 12 00
NARCISISMO,well after being moved in for months I finally hung up some pictures.  go go lack of motivation 
NARCISISMO,grilling and good beer. A pretty awesome way to spend a saturday night
NARCISISMO,PROPNAME
NARCISISMO,mondazed
NARCISISMO,monday morning brain is broken
NARCISISMO,i is teh tired
NARCISISMO,breaking the intarnetz
NARCISISMO,"being on a diet means I have to eat such strange things as fruit and vegetables, who would have thought?"
NARCISISMO,hardly strictly tomorrow may we all have fun and make it out alive
NARCISISMO,Friday afternoon catatonia
NARCISISMO,made it back from the festival. A coupla of bee stings and whiskey draught and some awesome tunes...what an awesome day
NARCISISMO,the tooth uprising has been quelled thanks to the loyalist forces of the dentist. My mouth remains a politically intact less painful region
NARCISISMO,beestings still itch like its going out of style. docta says I need a beeiotomy
NARCISISMO,"The robbed that smiles, steals something from the thief.  ~William Shakespeare, Othello"
NARCISISMO,the teeth are rebelling
NARCISISMO,season 3 of dexter is keeping it pretty real
NARCISISMO,yeah steelers 
NARCISISMO,nappy noo time
NARCISISMO,it was so cold this morning I am pretty sure that I hallucinated polar bears and penguins on the way to my car
NARCISISMO,trying out chrome for the first time seems pretty quick on the uptake
NARCISISMO,if the itching continues from the stings I am just going to go with amputation peg legs are in fashion
NARCISISMO,the new muse album is awesome
NARCISISMO,and with the onset of autumn comes the autumn cold. fml
NARCISISMO,boise idaho or bust
NARCISISMO,got a bronze medal for the mps run 
NARCISISMO,"Boise, Idaho Day 3. French Fries are happiness deep fried"
NARCISISMO,having no bay bridge makes me sad
NARCISISMO,has won the  nobel prize for procrastination and ineptitude thank god they made some new categories this year
NARCISISMO,its a hot one folks
NARCISISMO,kind of digging the weird weather today
NARCISISMO,back in cal woo hoo 
NARCISISMO,after a crazy week of travelling finally back in ca.
NARCISISMO,PROPNAME
NARCISISMO,"Hey All The Good Old Tahoma Lodge now has a fan page. Please join to support Boyce and Kay, or to remember the good times."
NARCISISMO,the spice exists in all of us
NARCISISMO,breaking the internet
NARCISISMO,happy halloween people try not to mix the booze and the candy too much 
NARCISISMO,setting the lazy dial to 11
NARCISISMO,"we could go gently into the good night, or we could have a drink and toast the coming dawn"
NARCISISMO,waiting for november to get the cold weather memo
NARCISISMO,In Cal for one day then back out to see the family in Portland. Vagabonds R Us
NARCISISMO,it smells like a sulfur vent has opened underneath our building. Next comes volcanic ash and burning
NARCISISMO,kevin smith tonight 
NARCISISMO,Thor the Thunder God is knocking at my door
NARCISISMO,PROPNAME
NARCISISMO,beam me up scotty 
NARCISISMO,"october is a packed festival month  hardly strictly this wknd, then onto treasure island in a coupla weeks "
NARCISISMO,bee stings itch
NARCISISMO,PROPNAME
NARCISISMO,"Not what we have But what we enjoy, constitutes our abundance. Epicurus"
NARCISISMO,"Boise, Idaho day 2. Where there is hope, there is potatoes"
NARCISISMO,HARDLY STRICTLY OR BUST 
NARCISISMO,ZZZZZZZZZZZZZZZZZZZZZZZZZ
NARCISISMO,good times in the mountains. Now I return to do battle with the nefarious arch villain monday
NARCISISMO,"Your time is limited, so don t waste it living someone else s life. Don t be trapped by dogma   which is living with the results of other people s thinking. Don t let the noise of other s opinions drown out your own inner voice. And most important, have the courage to follow your heart and intuition. They somehow already know what you truly want to become. Everything else is secondary.” Steve Jobs"
NARCISISMO,my immune system is battling the cold. There is most uncivil war going on in the body. Collateral damage may be my ability to breathe and form coherent sentences
NARCISISMO,kevin smith and halloween this wknd. shaping up to be a big one
NARCISISMO,my body doth protest about ye olde basketballe yesterday. At least we gave the youngsters a good beat down.
NARCISISMO,the hour doth approach
NARCISISMO,PROPNAME
NARCISISMO,art show  Someone might mistake us  being sophisticated
NARCISISMO,sleep good. me like sleep.
NARCISISMO,cold but sunny here in the mountains
NARCISISMO,good times up in the northern reaches. Hoping everyone is still intact from Santarchy
NARCISISMO,PROPNAME
NARCISISMO,the endorphin rush of going to the gym after three weeks of being fat and lazy is a nice change of pace
NARCISISMO,mexican standoff with monday tomorrow at 8 00AM
NARCISISMO,holiday party  This means even Santa is going to drink.
NARCISISMO,congrats to the newly weds 
NARCISISMO,going up to the halls of the mountain king to see if he has any turkey to offer. Happy Turkey day to all of you out there in the interwebs   
NARCISISMO,everyone has their own anodyne
NARCISISMO,happy holidays everyone
NARCISISMO,doctor says i need a backiotomy from all this moving
NARCISISMO,If the children don t grow up Our bodies get bigger but our hearts get torn up We re just a million little gods causing rainstorms  Turning every good thing to rust
NARCISISMO,gypsies have carried the furniture off into the night
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"I get on the road to Tahoe tomorrow to do battle with tourists, the law, and this fat elf man with reindeer that everyone keeps talking about"
NARCISISMO,PROPNAME
NARCISISMO,currently addicted to the latest Wilco album
NARCISISMO,gotta love it when they seal the floors in the building and there is no ventilation. I predict general sleepiness and permanent brain damage by noon
NARCISISMO,Hutchins Ahoy 
NARCISISMO,I wantz to see avatar in 3d
NARCISISMO,"There is no need for temples, no need for complicated philosophies. My brain and my heart are my temples  my philosophy is kindness. Dalai Lama"
NARCISISMO,back to work tomorrow. If I can remember where I work and what I did for work before the year ended.
NARCISISMO,PROPNAME
NARCISISMO,"this new diet has opened a whole new world of cuisine. tonight s dish prisoner of war stew with beans, rice, and more beans."
NARCISISMO,the tax man cometh
NARCISISMO,fighting the good fight or at least trying
NARCISISMO,monday morning  broken brain
NARCISISMO, Beyond mountains there are mountains.    Haitian Proverb
NARCISISMO,“Hell is empty and all the devils are here.” Shakespeare
NARCISISMO,cheer up emo kid
NARCISISMO,So it goes.
NARCISISMO,"When the student is ready, the teacher will appear. ... Buddhist Proverb"
NARCISISMO,nothing like having stuff stolen out of your car to brighten your day. Go humanity 
NARCISISMO,apparently my fb account emailed a bunch of people malware. If you received a facebook email from me with a  one line response and link to a website please disregard it and delete it
NARCISISMO,and now for somethign completely different
NARCISISMO,back in the habit
NARCISISMO,Friday why do you come on so strong?
NARCISISMO,well survived the city and SFO in the pouring rain and managed to not get eaten by a sea monster all in all a good day
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,is resting her voice...stupid laryngitis
NARCISISMO,thinks that if she did not work Mondays she would really like her job hahahaha...lunch then soooo much to do to get up to date after the weekend 
NARCISISMO,is in bed dreaming of nerdy firemen hahahahaha
NARCISISMO,is in bed dreaming of nonbaryonic dark matter…**Sigh** facebook quizzes are fun
NARCISISMO,PROPNAME
NARCISISMO,is off lunch and back to work....until 6pm
NARCISISMO,is missing her nieces and sissy in Inverness
NARCISISMO,is having a hard time living with no phone  o.Come on dal hook me up already     Work until 6pm...facebook is the best way to contact me right now 
NARCISISMO,is heading home 
NARCISISMO,is happy it s her birthday    Thank you everyone for the birthday wishes  o 
NARCISISMO,has tickets to  Thunder from Down Under ...going to the bank to get some American  1.00 bills  oP ***WOOT*** I have a feeling my 2nd 22 b day is going to be awesome and slightly ridiculous  o  Bath then bed...time and a half tomorrow
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,two minutes into the show and I was already being  man handled .... 3
NARCISISMO,is celebrating her second year single anniversary…or Personal independence day for me  oP
NARCISISMO,is honestly pretty bla today...wish I could go home to Cape Breton and sit on the beach in the sun
NARCISISMO,is thanking everyone for the birthday wishes  o  Cleaning my apartment   Laundry dishes the usual
NARCISISMO,"thinks that a slow day at work seems to last sooo much longer than a busy one  Tick, tock...come on 6pm   "
NARCISISMO,has tickets to  Thunder from Down Under ...going to the bank to get some American  1.00 bills  oP ***WOOT*** I have a feeling my 2nd 22 b day is going to be awesome and slightly ridiculous  o 
NARCISISMO,wishes she never hear of a sciatic nerve…stupid back  Doctors appointment then work.
NARCISISMO,"has decided, after some careful contemplation, to turn 22 this year. Age is a state of mind and I am feeling early 20 ish... oP"
NARCISISMO,is deep in thought. At lunch then back to work until 6pm.
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"finds it hard to understand some American reactions about Health Care Reform…they seem so “the end is here”…laundry, chatting to Mom and giving some TLC to my orchids"
NARCISISMO,would like to go home for a weekend here and there...I work Mon Fri 10 6pm...if you are headed toward the Cape let me know  o  Fall term classes  Tue Wed Thu...no school Mon Fri
NARCISISMO,"is reading  Act like a lady, think like a man  on her lunch...understanding the male psyche is the first step to taking over the world  oP"
NARCISISMO,is having a hard time living with no phone  o.Come on dal hook me up already   
NARCISISMO,"has decided, after some careful contemplation, to turn 22 this year. Age is a state of mind and I am feeling early 20 ish... oP B day in 4 days  oD"
NARCISISMO,needs to make herself a budget...school supplies  aka coffee maker  oP  and a gym pass??? First term books    350.00 I wonder what qualifications I need to write publish text books?
NARCISISMO,realizes that maybe she will not move to Hawaii…this heat and humidity is killing me slowly. Cleaned her apartment yesterday in the heat and swears she sweat off 10lbs 
NARCISISMO,is working until 6
NARCISISMO,wants to go home  10 more minutes...why are work days so much longer than weekend day?
NARCISISMO,"is getting some work done, then cleaning my room apartment ...it is HOTTTT outside "
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO, It s not  THAT  the wind is blowing...it s  WHAT  the wind is blowing 
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"...just starting to get windy rainy in Halifax, making eggs and coffee just in case the power goes "
NARCISISMO, o  there are 3 Swedish guys on my floor this year....***WOOT***
NARCISISMO,is flying through the Sookie Stackhouse series  oP Loved the last book I read  Club Dead  but  Dead to the World  is not impressing me yet at page 110...urg 
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,Oh no     I have a class deep in the bowels of the LSC...I will die in the catacombs and never see sunlight again. I was lost underground in the LSC for an entire hour once  oS
NARCISISMO,is fantasizing about kicking washing machines and dreaming about joining a radical feminist group...urrg. I want to go home 
NARCISISMO,"is at work, off tomorrow and then working the weekend for student check in...bring on the scared excited students and parents lol "
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"work, work, work until 6. Day off tomorrow to have pulmonary function tests...they are going to try and prove that I have asthma by trying to induce an asthma attack...fun times  oP I will wear my running shoes lol "
NARCISISMO,at work until 6pm then repotting two orchids.
NARCISISMO,is done doing silly quizzes...but they are so funny     Good night everyone 
NARCISISMO,PROPNAME
NARCISISMO,"is living with her personal trainer this week...Kapo, ab ripper, kickboxing and cardio."
NARCISISMO,"worst night ever  then I get this message?  hey so i just moved up here and ill be honest, living with someone but not getting needs met sexually and hoping to find someone in same position or at least who understands and can be discrete, if you may be interested let me know ,if not i am very sorry to have bothered you  I could be a god damn serial killer who gets off setting people on fire urg I fucking hate people "
NARCISISMO,PROPNAME
NARCISISMO,wants to go home   
NARCISISMO,wonders why the tigerbooks link is broken half the time  I am trying to sell some books damn you   I  3  Coffee 
NARCISISMO,working then to the gym
NARCISISMO,is deep in lust and going to bed  oP
NARCISISMO,has internet again     
NARCISISMO,...according to my personality profile my ideal partner is an ISTJ...interesting
NARCISISMO,"truly believes in Murphy’s law…felt like giving up today, like quitting…I am going to keep going. Not sure how far I will get but I am going to push until they throw me out of here lol."
NARCISISMO,walked out of her house and onto a movie site this morning.... CUT    ...she said sorry and hurried out of the way....wow the lights were so bright 
NARCISISMO,PROPNAME
NARCISISMO,is reading her new textbooks...so excited about taking Human Sexuality  I am going to make an A+
NARCISISMO,PROPNAME
NARCISISMO,is at work until 6
NARCISISMO,"“Just keep swimming, just keep swimming…” I am going to make that song my new theme song  oP Covered in hives so gone to buy some meds. Allergy doctor’s apt Oct 28  o "
NARCISISMO,"F.M.L. busy and stressed this week…midterms, assignments, papers, and working overtime for Open House…when I finish school I am running away to Hawaii and becoming an illegal immigrant"
NARCISISMO,PROPNAME
NARCISISMO,has a bit of a fever....why is the H1N1 flu shot not out yet? Urrrrg I will be mad if I get sick  o 
NARCISISMO,"cleaning, studying and then some laundry...I  3  Fridays  oP"
NARCISISMO," work, then home to study and clean."
NARCISISMO,"Allergy specialist Wednesday so I cannot take Reactine for a few days…trying not to scratch  Bed soon, work tomorrow."
NARCISISMO,PROPNAME
NARCISISMO,"FACEBOOK EXPERIMENT  if you are reading this, whether we do or don t speak often, please post a comment of the first memory you have of you and me that pops in your head. When you ve finished, post this paragraph on your own status  you ll be surprised what people remember about you "
NARCISISMO,"tired and feeling sick, gone to bed  Sore throat, feet, legs and I get to do it again tomorrow."
NARCISISMO,"work, work, work and then home to clean"
NARCISISMO,PROPNAME
NARCISISMO,...no vaccine for me today  o. uurrg I wonder if I could fake being pregnant to get in line? Bahahaha probably not  oP Hopefully I can get the vaccine soon....friggin asthma   
NARCISISMO,home from my midterm and now doing homework...class tonight until 7  o 
NARCISISMO,"wishes someone would invent a cure for migraines…third day with a headache so much work to do this weekend    Coffee, Tylenol and studying."
NARCISISMO,used to be a happy person…bread maker shorted out and caught fire  o.Out of our apartment for 2 3weeks while they repair damage…AHHHHHHHHHH ? ? ? ? 
NARCISISMO,…gone to pack up and move everything out of our 3 bedroom apartment and into our temp 2 bedroom apartment  oS
NARCISISMO,"Exciting Saturday plans  write a literature review, study for my midterm Tuesday, grocery shopping, cleaning our apartment and maybe some late night laundry  o "
NARCISISMO,...fighting the flu with clementines. I carry them everywhere and when someone coughs sneezes without covering their face ***WACK** I smack them with one and it works like a charm  oP
NARCISISMO,has internet again      So much work studying to do....midterms woo hoo
NARCISISMO, work until 1 00pm them home to write a paper and study for my first exam    Too busy for life and facebook this week 
NARCISISMO, work until 1 00pm them home to write a paper and study for my first exam  
NARCISISMO,working until 1 00pm...really needs a break
NARCISISMO,…wonders when living switched to just surviving. My life is covered in soot and stale sprinkler water. Work then gone to move some more stuff to our temp place…class presentation tonight  oS Can you get  stress leave  from life?
NARCISISMO,thinks if she was less moral she would have a lot more money hahahaha 
NARCISISMO,"burr, burr I am not ready for the cold...why can t I acclimatize  I need to start cold weather training in July lol."
NARCISISMO,PROPNAME
NARCISISMO,"Community Health Promotion exam tomorrow...bed soon, then I can start thinking about it being almost the holidays  o "
NARCISISMO,finished her last presentation tonight    Now two exams tomorrow morning...on the bright side one of them is Human sexuality  oD I am a total erotophile and proud of it  oP
NARCISISMO,"bed, bed, bed, work tomorrow."
NARCISISMO,PROPNAME
NARCISISMO,"work and then study, study, study   "
NARCISISMO,uuummmmmmmmmm all men should learn how to dance before they are allowed to have sex with women  o  I love men                    
NARCISISMO,"...loves posting pictures and playing  who do my nieces look most like  Working, then home to finish my paper and study"
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,uuurrrggggg...and then it all went to shit 
NARCISISMO,"profane messages make my day hahahahaha…shower, pj’s, late news, then bed…wondering if you can actually classify the “best sex of your life”?"
NARCISISMO,is gone to flirt shamelessly with police officers at their Christmas party. Is there anything better than a man in uniform? WAIT  One with handcuffs  oP
NARCISISMO,is eating an apple she got from a stranger...what is the worst thing that could happen?  oP
NARCISISMO,PROPNAME
NARCISISMO,has been in Cape Breton for 10 days...and has read 8 novels. Humm I almost wish I had studying to do lol. But everyone here is soooo nice  o 
NARCISISMO,PROPNAME
NARCISISMO,"...when the printer broke at work today, who do you think was asked to stand and manually feed the paper tray one sheet at a time? FML...University education, peer mediation drug suicide intervention training, International coordinating experience...I am a paper tray bahahahahaha   Work until 1pm then class until 7 30pm "
NARCISISMO,is gone home for the day....
NARCISISMO,"getting off work at 6 00pm, WalMart then Harry Potter 9 40pm with the twinnies    "
NARCISISMO,getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax  I hope 
NARCISISMO,PROPNAME
NARCISISMO,...hopes that Canada sends some help to Port Au Prince Haiti today
NARCISISMO,PROPNAME
NARCISISMO,...makin  supper then laundry and a little homework
NARCISISMO,PROPNAME
NARCISISMO,the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.
NARCISISMO,is wondering what hurricane Bill is going to be like...getting ready just in case  o 
NARCISISMO,"...work, class and gym tonight "
NARCISISMO,wants everyone to fill out the big five personality quiz I am sending out  o 
NARCISISMO,PROPNAME
NARCISISMO,"is an atheist please respect my beliefs and stop sending me jesus, god and  insert other deity  crap. Thanks."
NARCISISMO,"is working, working, working..."
NARCISISMO,"classes, maybe a movie with the twinnies after classes"
NARCISISMO,...getting some readings done for class. Work and class demain.
NARCISISMO,Is so far away from the people who care about her…feeling really sad upset tonight.
NARCISISMO,PROPNAME
NARCISISMO,"…over the counter back pills make me sleepy, not good when I have classes all day  oS"
NARCISISMO,"is home from work, lunch then classes until 7 30pm. Feeling so run down…wish I could trade body’s or immune systems with someone. Might find out what is wrong with me soon  Waiting for another CT scan."
NARCISISMO,…back to work school and feeling exhausted  oS Hope I am not getting sick 
NARCISISMO,"Was asked why our University has co ed bathrooms by a lady from Texas today. When I replied because co ed washrooms are inclusive for everyone, especially people who fall somewhere between our male female definition...she replied “Pufff that must be a Canadian thing”. Inclusion..a Canadian thing  o "
NARCISISMO,"...it’s winter, it’s spring, it’s winter, it’s spring, it’s winter…I am noticing a pattern with this weather."
NARCISISMO,"...it’s winter, it’s spring, it’s winter, it’s spring, it’s winter…I am noticing a patter with this weather."
NARCISISMO,PROPNAME
NARCISISMO,"...off to work. Work part time, class full time, life? no time  oP"
NARCISISMO,It’s  Doppelgänger Week  on Facebook. Change your profile pic to someone famous you ve been told you resemble. And repost this
NARCISISMO,PROPNAME
NARCISISMO,"...just keep swimming, studying."
NARCISISMO,busy and stressed out today 
NARCISISMO,...surround yourself with people in your life who make all of the work effort time worth it.
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"places to go, people to see, papers to write and homework to read. Having a productive day  o "
NARCISISMO,i am too tired to move. rebecca you are going to have to pick me up or something
NARCISISMO,packing succccccccccccccccccccccccckkkkkkksssssss.  I wish I was a gypsy and didn t care about having an infinite selection of outfits at all times
NARCISISMO,Music is my beach house
NARCISISMO,C est dangereux de danse parmi les chiennes de graisse
NARCISISMO,blue to grey.....grandir et s envoler.
NARCISISMO,"homecoming, the hunt, and jacqueline s birthday all this weekend   fml, america, I miss you  no amount of red wine and croissants can console...wish I could be there   ....happy birthday jacs      "
NARCISISMO,"elephant tea, deeply disappointed in your flavor. lipton you are rubbish stick to soup"
NARCISISMO,not feelin too good   
NARCISISMO,It s raining                                 heck yes  it s about time
NARCISISMO,PROPNAME
NARCISISMO, 3 scotch tasting
NARCISISMO,golfing  fore 
NARCISISMO,bruno anyone?
NARCISISMO, 3 boarding at the beach    
NARCISISMO,Kitten Mitten 
NARCISISMO,Hot pot 
NARCISISMO,Needs to get the internet at home
NARCISISMO,Why did the dog have to eat the most expensive jacket I have
NARCISISMO,Doesn t like getting off work to see his car encased in 1 2 an inch of ice.
NARCISISMO,Likes to dance in skirts
NARCISISMO,IS SOOOOOO EXCITED 4 THE HOLS
NARCISISMO,im going away tomoro                         
NARCISISMO,is wantin 2 dye amys hair                
NARCISISMO,cookies
NARCISISMO,hmmmmmm............ its so hot     i m DIEING 
NARCISISMO,yea merry x mas everi1   3 u 
NARCISISMO,little brak              yea          kenau to me.............. wierd
NARCISISMO,PROPNAME
NARCISISMO,hmph
NARCISISMO,"love looks not with the eye but with the mind and therefore, is winged cupid painted blind?"
NARCISISMO,close and i ll kiss u 2moro i ll miss u remember i ll always be true.......... I CANT GET THAT FRIKIN SONG OUT MY HEAD               
NARCISISMO,Jäg äslkar sverige  D 4
NARCISISMO,sweden  D 1
NARCISISMO,D  6 till Sweden  3
NARCISISMO,Bestanden     
NARCISISMO,morgen Rettungshelferprüfung ~.~
NARCISISMO,just bought my W O A ticket  m 
NARCISISMO,Oct 7th
NARCISISMO,"Yawn, Feels like . . ."
NARCISISMO,someone available for  chat ? its truly boring. mafia wars isnt loading
NARCISISMO,Life is so dull without the element of surprise
NARCISISMO,someone at last
NARCISISMO,Waiting for  THE CALL OF DUTY 
NARCISISMO,"Argentinoosss....Gran juego, mejor de las suertes      "
NARCISISMO,"i guess, time is not right . . ."
NARCISISMO,"B Day Calender is a good appl..u must try it..its simple,user friendly nd moreover,it realy works i m usin it.."
NARCISISMO,friends list in mafia is filling up to the limit...
NARCISISMO,"nd u know, i met a frend of mine who is presently workin for ZYNGA   yes, the same ZYNGA who made MAFIA WARS...."
NARCISISMO,"OMIGAWD, thank YOU"
NARCISISMO,"can someone take care of my mafia, nd my farms while i am away?? i wont take long.."
NARCISISMO,B lore..here I come...
NARCISISMO,anyone has an extra concealable camera??
NARCISISMO,5inte paisa polum enta kayyil illa....appola  treat 
NARCISISMO,"got back home, cleaned and oiled my gun, armed and ready to take on whoever challenges my reign....nd, i hav not forgotten the 4 possums who beat me in MAFIA while i was away.we l  deal one by one...."
NARCISISMO,"zynga,i m not able to sent season gifts to anyone via MAFIA..dunno what s the problm....but i keep recievin gifts from my matesm nd i get a bad feelin that i m not returnin the favour...sort t out.."
NARCISISMO,Wish you all a VERY HAPPY  Christmas ..enjoy with your family and friend..spread the smile.. Look in your socks in the morning and you ill find a gift   from Him.. Lets spread the Joy nd pray to let peace reign everywhere in the world..
NARCISISMO,"Merry Christmas..Celebrate the day with ur family, wine nd cake.... nd Christians, go to church...lastly, thanks to my buddy who msgd me xactly at the stroke f midnight, i made a jerk out f myself in the church, with evryone staring at me   made my day special..lol    "
NARCISISMO,"Life s da best teachr..Ironically,som tough lessns r learnd whn life goes through da smoothst of da seas... 1 thought to share If u want to win frends,make t a point to remembr all f thm.Often,we tend to care for da ones that r closest to us,nd by that way,we move farther away from da others.. Like someone said,friendship s like a china..beautiful in itself,but once broken,will leave traces even if its glued back.."
NARCISISMO,reached my 500 limit in MAFIA..and continuing up... a special thanks to all mafia frends...
NARCISISMO,coastin......   
NARCISISMO,"but the good thing is that today, i fired all my rounds .. so, i ll hav to drive to town to fetch the next set f cartridges today coz, u kno, ive got nothin else to do tomorrow.....obvously,if life goes like this,1K rounds per year limit is way too far that, it ll seem like a tiny dot...."
NARCISISMO,"Unless a miracle happens, life s gonna be a rough ride ahead     . . ."
NARCISISMO,back
NARCISISMO,Holidays comin to an end...Back to action tomorrow.. Wish u all a prosperous year ahead..God Bless     
NARCISISMO,is lonely.
NARCISISMO,is studying to take the NCLEX. Why does everyone hate on wanting to do nothing with your life? Lol. Apparently that just isn t an option.
NARCISISMO,"I guess this is our last goodbye | And you don t care, so I wont cry | But you ll be sorry when I m dead | And all this guilt will be on your head | I guess you d call it suicide | But I m too full to swallow my pride."
NARCISISMO,R.I.P MJ
NARCISISMO, 3 Sumir.
NARCISISMO,PROPNAME
NARCISISMO,"Walked out this morning, dont believe what I saw | A Hundred billion bottles washed up on the shore | Seems Im not alone at being alone | A Hundred billion castaways, looking for a home..."
NARCISISMO,You always knew just how to make me cry | And never did I ask you questions why | It seems you get your kicks from hurting me | Don t try to understand me | Because your words just aren t enough | Love is a feeling | Give it when I want it | Quench my des
NARCISISMO,Tokyo.
NARCISISMO,went out for dinner with a man who just happened to be a host.  True story.
NARCISISMO,"Hey all   My American Phone is officially off   Don t call or text it anymore, k?"
NARCISISMO,And we can live in a beautiful world hide away under peaceful skies. We can survive on time and a word feel the nights passing by.
NARCISISMO,"I ve finally gotten around to uploading all of my Japan pictures so far.  I know there are an unbelievable amount of them  forgive me, I love taking pics , but enjoy them "
NARCISISMO,"ALLIANCE, n. In international politics, the union of two thieves who have their hands so deeply inserted in each other’s pockets that they cannot separately plunder a third."
NARCISISMO,missed teaching at the elementary school Thursday...   sad 
NARCISISMO,wants to fall in love~
NARCISISMO,Woke up late and didn t get to eat breakfast today  sad  I m so hungry...
NARCISISMO,I want someone to buy me dinner.
NARCISISMO," The greatest happiness is to scatter your enemy, to drive him before you, to see his cities reduced to ashes, to see those who love him shrouded in tears, and to gather into your bosom his wives and daughters. "
NARCISISMO,"I always make it a rule to let the other fellow fire first.  If a man wants to fight, I argue the question with him and try to show him how foolish it would be.  If he can t be dissuaded, why then the fun begins but I always let him have first crack.  Then when I fire, you see, I have the verdict of self defence on my side.  I know that he is pretty certain in his hurry, to miss.  I never do."
NARCISISMO,"I want to be loved, but you don t seem to love me | I m wandering aimlessly within this repetition | And the answer I found is only one  that even if I m scared, even if I m hurt | I ll say  I love you  to the person I love"
NARCISISMO,So bored.
NARCISISMO,“?????” ???????? ???????? You and I ???? ??????? ????? ???????????? ???????? “I want to see you” right now  Even though I want to shout it. I no longer can say “you and I” Even if I try to force it. I can’t catch you Back then you used to be in my armsBut you’re gone now.
NARCISISMO,is missing you.
NARCISISMO,PROPNAME
NARCISISMO," I have a ship and a fighting crew and a girl with lips like wine, and that s all I ever asked.  Lick your wounds, bullies, and break out a cask of ale.  You re going to work ship as she never was worked before.  Dance and sing while you buckle to it, damn you  To the devil with empty seas  We re bound for waters where the seaports are fat, and the merchant ships are crammed with plunder  "
NARCISISMO,"Lupin, like Mr. Huttle, has original and sometimes wonderful ideas  but it is those ideas that are so dangerous. They make men extremely rich or extremely poor. They make or break men. I always feel people are happier who live a simple unsophisticated life. I believe I am happy because I am not ambitious."
NARCISISMO,"Like fire, Hellfire,  This fire in my skin.        This burning, desire,         Is turning me to sin.  | It s not my fault  I m not to blame.   It is the gypsy girl  The witch who sent this flame  | It s not my fault  If in God s plan.  He made the devil so much stronger than a man"
NARCISISMO,"La~st Christmas, I gave you my heart.  The very next day, you gave it away... This year, to save me from tears, I ll give it to someone special."
NARCISISMO,I hope the survivors in Haiti receive aid quickly...
NARCISISMO,I will be in Tokyo on the 10th   Anyone want to entertain be entertained by me while I m there?
NARCISISMO,I like Asahi Super Dry... very much.
NARCISISMO,Your face.
NARCISISMO,"Slowly walking down the hall, Faster than a cannonball~  Where were you while we were getting high? Someday you will find me, Caught beneath the landslide, In a champagne supernova in the sky~~~"
NARCISISMO,Will be in Tokyo all of Wednesday morning~ Does anyone want to hang out?
NARCISISMO,Vegas until Thursday   
NARCISISMO,"Michigan and Chicago last weekend, Vegas next week, Milwaukee after that   "
NARCISISMO,"I love Chic fil a.  And no, they are not my clients ."
NARCISISMO,going to Milwaukee for the weekend   
NARCISISMO,I need a name for my sewing collection   ideas welcome   
NARCISISMO,Thanks for the Birthday wishes 
NARCISISMO,PROPNAME
NARCISISMO,"Homemade peach pie is done, now off to the pool "
NARCISISMO,unpacking
NARCISISMO,Sweetwater tonight    
NARCISISMO,Going to Twisted Taco at Perimeter tonight 
NARCISISMO,Are you going to the Big 10 Pub Crawl tomorrow in Midtown?
NARCISISMO,I m on my way to Chicago for two days   
NARCISISMO,new hobby  pillow shams   
NARCISISMO,sewing a dress
NARCISISMO,At the Grand Traverse Resort   the bay is beautiful 
NARCISISMO,"I have an abundance of Apple Crisp, Peach Cobbler and Peach Pie at my house   PLEASE HELP "
NARCISISMO,Back in ATL   
NARCISISMO,PROPNAME
NARCISISMO,pasta schmasta
NARCISISMO,Know anyone who can teach me how to knit and crochet?
NARCISISMO,Working from home is da  bomb.
NARCISISMO,Thai Chicken Pasta with Barilla Whole Grain Spaghetti   delicious dinner 
NARCISISMO,PROPNAME
NARCISISMO,Watching Twilight   
NARCISISMO,PROPNAME
NARCISISMO,making a quilt
NARCISISMO,Headed back to ATL after a great weekend in Tampa   
NARCISISMO,Chocolate covered potato chips   what will they come up with next   They are so good.
NARCISISMO,Christmasing   
NARCISISMO,PROPNAME
