RASGO_1,COMENTARIOS
AUTOSUFICIENCIA,"Ser madre soltera no es un delito, y una familia no deja de ser una familia porque no tienen una pareja sentimental, en este caso la figura paterna. En muchos casos, cuando los hombres descuidan ese papel, el abuelo lo reemplaza."
AUTOSUFICIENCIA,"Puedo decir que ambos, pero a veces la realidad es muy diferente y para no dañar la susceptibilidad de esta generación, es mejor decir que el género que tiene mayor poder económico ayuda aún más en los gastos en una relación."
AUTOSUFICIENCIA,Primero tienes que tener buena estabilidad económica para proporcionar bienestar a un niño
AUTOSUFICIENCIA,Prefiero pecar y masturbarme!!!
AUTOSUFICIENCIA,Prefiero la tranquilidad de la soledad que la decepción de una mala compañía como la suya
AUTOSUFICIENCIA,Prefiero hacerlo solo.
AUTOSUFICIENCIA,Por eso respeto lo que otros piensan y crean.
AUTOSUFICIENCIA,"No tienes que depender de nada ni de nadie en este mundo, porque incluso tu sombra te deja cuando estás en la oscuridad."
AUTOSUFICIENCIA,"No tendría la certeza de decir que si o no, depende de muchos factores"
AUTOSUFICIENCIA,"No te preocupes por mí, puedo hacerlo solo."
AUTOSUFICIENCIA,No suplico ni espero nada de nadie.
AUTOSUFICIENCIA,"No se trata de egoísmo, a veces son las circunstancias, y la gente podría juzgar sin saber.. También si usted puede hacer todo solo está bien para cuidar del niño"
AUTOSUFICIENCIA,"No me importa, cada uno debe aprender a dar forma a su destino."
AUTOSUFICIENCIA,"No hay nada de malo en que una familia sea sólo madre e hijo, siempre y cuando una madre tenga los recursos para proporcionar una vida digna a sus hijos no es malo, no es necesario que el padre del niño esté presente para llamar a casa FAMILIA"
AUTOSUFICIENCIA,"No estoy interesado en las opiniones de la gente sobre mi vida, mi trabajo, amigos y amores.. Tengo mi propia manera de hacer las cosas, si es bueno o malo es mío"
AUTOSUFICIENCIA,"No creo en las religiones, todos tenemos libre alberdrium"
AUTOSUFICIENCIA,Ninguna mujer debe olvidar jamás que no necesita a nadie que no la necesite.
AUTOSUFICIENCIA,"Muchas veces la mujer busca sentir ese deseo de ser madre sin depender de alguien, si esa mujer es económicamente estable y tiene tiempo para cuidar a ese niño porque estaría en todo su derecho."
AUTOSUFICIENCIA,"Muchas mujeres forman un hogar estructurado sin embargo es un infierno para los niños, así que no siempre una familia con mamá, papá y los niños son totalmente felices, así que creo que una mujer bien puede cuidar de un niño solo."
AUTOSUFICIENCIA,Mis acciones son mías y no requieren la opinión de nadie.. Y mi cuerpo es mío y puedo hacer lo que quiera con él...
AUTOSUFICIENCIA,"Mientras una mujer se hace responsable, ella puede decidir qué hacer con su cuerpo. Aun así, ella debe ser consciente de cómo y en qué circunstancias quiere satisfacer ese deseo. Hay casos en los que las parejas que no pueden tener hijos buscan-"
AUTOSUFICIENCIA,"Mientras tengas tanto trabajo como estabilidad emocional, será un buen ambiente de crianza."
AUTOSUFICIENCIA,"Mientras no le pidas nada a nadie, tienes todo el derecho de traer un niño al mundo, de la manera que quieras y con quien quieras."
AUTOSUFICIENCIA,"Mientras la mujer esté preparada en todos los sentidos y sea consciente de esa enorme responsabilidad, creo que no habría ningún problema."
AUTOSUFICIENCIA,Mientras la mujer c se hace responsable de las consecuencias todo está bien.
AUTOSUFICIENCIA,"Mi opinión para el desarrollo de un niño es el afecto necesario, y sentirse seguro en su hogar si la mujer hoy decide hacerlo sola no para complacer una vanidad, pero es su naturaleza para proteger, amar y criar esto en el deber de ser."
AUTOSUFICIENCIA,"Me he olvidado de colorin y colorin, rojo a mejores pendejos."
AUTOSUFICIENCIA,"Masturbación no es un pecado, y no tiene nada que ver con la religión."
AUTOSUFICIENCIA,"Masturbación no es un pecado, también es jajaja saludable :)"
AUTOSUFICIENCIA,Los que están cubiertos bajo una religión a menudo son los peores seres humanos.. La religión no ayuda en absoluto.
AUTOSUFICIENCIA,"Las religiones no sirven, son una mentira, es mejor ser una buena persona bajo nuestros propios pensamientos..."
AUTOSUFICIENCIA,Las mujeres tienen todo el derecho a ser madres de cualquier manera posible.. pero también el niño tiene el derecho de tener una familia.
AUTOSUFICIENCIA,"Las mujeres son libres de elegir si estar con alguien o no, algunos simplemente tienen el deseo de ser madres. Un concepto atrasado de la familia es mamá papá e hijos; actualmente la palabra familia tiene un concepto mucho más abierto."
AUTOSUFICIENCIA,Las mujeres son libres de decidir si tienen o no hijos
AUTOSUFICIENCIA,"Las mujeres son autosuficientes y no necesitamos un hombre para salir adelante, y mucho menos criar a un hijo."
AUTOSUFICIENCIA,"Las mujeres somos independientes y autosuficientes, si queremos aceptar esa gran responsabilidad de traer a los niños al mundo, y cumplir ese hermoso sueño de ser una madre, ¡de acuerdo! :)"
AUTOSUFICIENCIA,"Las familias son diversas no siempre requiere algo tradicional, bien puede una mujer cuidar de su hijo solo"
AUTOSUFICIENCIA,"La verdad es que cualquier mujer tiene el derecho de vivir su vida como desee y si esa es su decisión, entonces el resto debe aceptar."
AUTOSUFICIENCIA,La relación de la pareja debe gastar ambos. Obviamente si se consideran a sí mismos un equipo.
AUTOSUFICIENCIA,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, puede criarla sola y generarla con un concepto que no sólo la familia está compuesta por: padre, madre e hijos."
AUTOSUFICIENCIA,"La madre es la persona que trae a un ser humano a este mundo. Así que ella tiene en gran parte el derecho de decidir cómo será el desarrollo de su hijo, la relación con la gente a su alrededor. no dar una familia a su hijo."
AUTOSUFICIENCIA,La gente es dueña de su propio destino.
AUTOSUFICIENCIA,"La familia no es una jerarquía y no tiene una estructura específica en sus miembros, si el individuo está en la capacidad de proteger y proporcionar lo que es necesario para el niño, es adecuado para la crianza."
AUTOSUFICIENCIA,"La familia es una parte fundamental de la crianza de un niño si hoy la mujer quiere hacerlo ya que está dispuesta y comprometida a formar un hogar y darle bienestar, los valores son la decisión de casi uno."
AUTOSUFICIENCIA,"La familia es fundamental y constituye el núcleo de la sociedad, pero a veces la madre desde el principio asume solo la crianza de sus hijos y eso es bueno especialmente teniendo los recursos necesarios, inculcando valores y dándoles mucho amor."
AUTOSUFICIENCIA,"La familia debe ser conceptualizada como la(s) persona(s) que puede(n) dar todo lo necesario al niño para desarrollarse en un buen ambiente, siempre y cuando la mujer pueda dar eso al niño no habría problema."
AUTOSUFICIENCIA,"La estructura familiar es un concepto amplio, no se puede juzgar criando a un bebé solo, pero usted debe pensar en promover la concepción sin afectar a otros por su deseo (padre del niño).Además de satisfacer las necesidades de su hijo en todos los niveles."
AUTOSUFICIENCIA,"Hoy en día tener una figura de padre y madre no es sinónimo de familia, hay muchos factores en juego y eso no significa que una mujer para cumplir su deseo de ser madre tiene que adaptarse a los estados sociales..."
AUTOSUFICIENCIA,Estoy listo para enfrentar cualquier cosa :)
AUTOSUFICIENCIA,"Estoy de acuerdo, una mujer puede someterse a cualquier medio para ser una madre si es su deseo y usted tiene recursos económicos y fuerte estabilidad emocional"
AUTOSUFICIENCIA,"Está claro que si tienen el deseo de ser madres están en su derecho pero debe ser con responsabilidad, que el niño tiene una calidad de vida decente y esto está vinculado con el derecho de una familia"
AUTOSUFICIENCIA,"Es una pregunta muy personal, creo que no es algo que debe ser debatido. La gente decide cómo vivir, cómo criar y a quién hacerlo. Todavía es maravilloso ver cómo criar a los niños que necesitan una familia y tienen una vida digna."
AUTOSUFICIENCIA,"Es tu propia decisión, ya sea que tengas apoyo o no."
AUTOSUFICIENCIA,Es su elección porque son adultos.
AUTOSUFICIENCIA,"es sólo un pensamiento, una manera de decirlo, pero las mujeres son libres de hacer lo que quieran con su cuerpo y con su vida"
AUTOSUFICIENCIA,"Es muy agradable ser una madre, pero también es agradable tener una familia. Cualquier madre tiene el derecho de cumplir sus deseos."
AUTOSUFICIENCIA,"Es mi vida, mantente fuera de ella."
AUTOSUFICIENCIA,Es mejor ser un pecador feliz.
AUTOSUFICIENCIA,Es mejor estar solo que infeliz con alguien.
AUTOSUFICIENCIA,es libre de decidir como hoy hay más libertad de elección que el daño posterior
AUTOSUFICIENCIA,Es en libertad y responsabilidad total asumir su maternidad siempre y cuando tenga la capacidad emocional y económica.
AUTOSUFICIENCIA,"Es de gran importancia ser madre y cuidar responsablemente, aunque no tengas una familia por elección de la madre, debes respetar eso mientras asumas las consecuencias."
AUTOSUFICIENCIA,"Es cierto que las mujeres tienen libertad para decidir sobre su cuerpo, por supuesto esto es que si tienen el deseo de ser madres están en su derecho, pero debe ser con responsabilidad, que el niño tiene una calidad de vida decente y esto está relacionado con el derecho de una familia"
AUTOSUFICIENCIA,Es bueno que después de todo ese es el mayor deseo de una familia de poder tener hijos y formarlos con amor
AUTOSUFICIENCIA,"Es agradable ser una madre, pero también es agradable tener una familia. Miopinio es que una mujer puede buscar cualquier manera de quedar embarazada, pero ella también debe dar una familia al niño."
AUTOSUFICIENCIA,En realidad cada mujer siente el deseo de ser una madre e incluso si ella no tiene un hombre al lado de ella puede ser feliz y no es que ella es egoísta.
AUTOSUFICIENCIA,"En primer lugar, la madre debe tener estabilidad económica, para poder mantener al niño."
AUTOSUFICIENCIA,"En esta vida todo es posible y aún más si es para cumplir un deseo... aquí todo es válido ya que sabemos que una familia se cría con amor y sobre todo con responsabilidad, así que estoy de acuerdo, es posible criar un hijo solo no es necesario la compañía de un hombre"
AUTOSUFICIENCIA,"En algunos casos la madre tiene todo el derecho de llevar a cabo con su cuerpo lo que desea, ya que lo hacen todo con responsabilidad y deseo e incluso tener una familia puede ser dos."
AUTOSUFICIENCIA,Ellos serán responsables de ese nuevo ser.
AUTOSUFICIENCIA,"El deseo de algunas mujeres es tener hijos sin familia, quiero decir sin la figura del padre, estoy de acuerdo, que sucede mucho en nuestra realidad.. Aunque no lo buscan, simplemente sucede"
AUTOSUFICIENCIA,"El concepto de familia no se debe necesariamente al hecho de que un hombre debe estar en ella como figura paterna y llamarla familia”, si la mujer tiene el deseo y los recursos económicos para mantenerla sola un bebé, porque dará."
AUTOSUFICIENCIA,"Depende, si tengo un trabajo estable para poder ayudar a mi pareja y a su hijo, con la condición de empezar de nuevo y dejar atrás el pasado."
AUTOSUFICIENCIA,"Depende de la situación... no es el egoísmo el derecho de que cada mujer tenga que ser madre, y si quiere tener un hijo solo, está bien."
AUTOSUFICIENCIA,"Decir pensar primero de nosotros mismos a veces suena egoísta pero tienes que ser realista las oportunidades de una vida mejor dentro de un país que no sea el tuyo hay, por lo tanto nadie se salva a sí mismo, de ser parte de ese flujo de extranjeros."
AUTOSUFICIENCIA,Deberían compartir los gastos entre los dos.
AUTOSUFICIENCIA,"Deben tener una situación de trabajo estable para poder criar a un niño, no sólo tenerlo porque sí, ya que esto exige una gran cantidad de responsabilidad."
AUTOSUFICIENCIA,"De hecho, las mujeres por conciencia deben formar una familia y no perder el gusto de no tenerla"
AUTOSUFICIENCIA,"Cualquier mujer puede hacer posible un embarazo de cualquier manera, así que el niño debe tener una familia"
AUTOSUFICIENCIA,Cualquier forma de embarazo es válida. ya que es el deseo de cada mujer.
AUTOSUFICIENCIA,Creo que todo es válido.. Si su deseo es que usted debe respetar..
AUTOSUFICIENCIA,"Creo que no estás negando ninguna posibilidad, si tienes la madurez necesaria puedes enfrentar ese desafío solo y llevar a tu hijo adelante"
AUTOSUFICIENCIA,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide asumir esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos proporcionando los mismos valores, amor y dedicación en ese hogar, no lo que la sociedad nos indica."
AUTOSUFICIENCIA,Creo que la persona que tiene más dinero debe pagar
AUTOSUFICIENCIA,"Creo que la familia es muy valiosa, pero a veces teniendo uno, no ves la felicidad. Así que si una mujer decide tener un hijo solo y tiene los recursos necesarios para sus necesidades, creo que no estaría mal."
AUTOSUFICIENCIA,Creo que hay muchos factores en el ambiente que proporcionarían una respuesta reflexiva y concreta.
AUTOSUFICIENCIA,Creo que está bien mientras el padre esté de acuerdo con estas reglas muchas mujeres lo hacen para poder cuidar sus propiedades y heredar a su hijo mientras El Niño viva bien y nunca le falte amor o atención.
AUTOSUFICIENCIA,Creo que es su decisión si quieren tener un hijo es su problema.
AUTOSUFICIENCIA,Creo que cada mujer tiene el derecho de tener un hijo de cualquier manera que ella quiera.
AUTOSUFICIENCIA,"Creo en la libertad de pensamiento y de acción, así que no creo que esté mal adoptar hacer un proceso de inseminación para tener un hijo, siempre y cuando esto tenga una estabilidad económica no creo que haya nada malo en ello. :)"
AUTOSUFICIENCIA,como una pareja basada en el respeto y la cortesía ambos deben pagar sus gastos
AUTOSUFICIENCIA,Cada persona toma sus propias decisiones
AUTOSUFICIENCIA,"Cada persona tiene libertad para hacer lo que quiera para asumir las consecuencias, pero si es un deseo, anhelo y puede cumplirlo en su totalidad, estaría de acuerdo."
AUTOSUFICIENCIA,"Cada persona tiene el derecho de querer o no querer tener hijos, y tener una libertad de decisión, independientemente de la opinión de terceros."
AUTOSUFICIENCIA,Cada persona es libre de decidir
AUTOSUFICIENCIA,"Cada mujer tiene derecho a tener un hijo... así que así es como es y sabemos llamar a la familia sólo dos personas, no es necesario tener mucha gente a nuestro alrededor."
AUTOSUFICIENCIA,Cada mujer decide si es una madre soltera adoptando a su hijo o criando a su pareja.
AUTOSUFICIENCIA,Cada individuo tiene la libertad de elegir en qué creer.
AUTOSUFICIENCIA,"Buscar cualquier manera de quedar embarazada no es malo, lo malo es negar el derecho a una familia"
AUTOSUFICIENCIA,"Bueno, si usted quiere y tiene la posibilidad financiera de mantenerlo porque usted tiene el derecho"
AUTOSUFICIENCIA,"Bueno, si pueden y quieren tienen el derecho de cumplir su sueño de ser madres de cualquier manera"
AUTOSUFICIENCIA,"Aunque no es bien visto en nuestra sociedad, pero si la mujer tiene una mejor posición económica, ella podría asumir el gasto"
AUTOSUFICIENCIA,aquí tiene en cuenta en su mayor parte la responsabilidad que está dispuesto a tomar
AUTOSUFICIENCIA,"Ambos, como son un equipo hermoso, una pareja y en si deben inclinarse."
AUTOSUFICIENCIA,"Ambos como pareja deben ser apoyados financieramente, creo que lo más normal es ver el recibo, y cada pago lo que consumió o incluso dividirlo en dos."
AUTOSUFICIENCIA,"Además de tomar el tema, la relación que es una palabra muy abierta, puedo decir que quién sabe si durará o no, no puede definir algo impredecible."
AUTOSUFICIENCIA,"A su discreción, mientras quiera ser madre y hacerse responsable de un bebé, está bien porque los niños no deben sufrir."
AUTOSUFICIENCIA,"A pesar de muchos criterios tal vez contra y otros a favor, mi opinión es que las mujeres también deben apoyar cuando tienen dinero"
AUTOSUFICIENCIA,"Yo tomaría las mejores decisiones, y trataría de incluirlas en mi éxito."
AUTOSUFICIENCIA,"Yo no lo adoptaría por razón que no quiero tener hijos, en cualquier caso te ayudaría a encontrar una casa donde tengas consuelo y felicidad en caso de que tu familia no lo cuide"
AUTOSUFICIENCIA,Vale la pena tratar de lo que quieres o necesitas... vivir pensando que nunca lo conseguiste...
AUTOSUFICIENCIA,Usted tiene que tomar ventaja de cada momento para hacer su mejor
AUTOSUFICIENCIA,Una persona con visión y autocontrol puede formar una excelente relación en el área del dinero y la felicidad.
AUTOSUFICIENCIA,Trataría de encontrar una manera racional de resolverlo pacíficamente
AUTOSUFICIENCIA,"Todos cometemos pecados, y la religión no es la manera fácil de borrarlos, pero cada uno es libre de tener su propio juicio."
AUTOSUFICIENCIA,Todo lo que se hace en interés propio está justificado.
AUTOSUFICIENCIA,"Todas las personas son libres de elegir dónde podemos hacer nuestras actividades, siempre y cuando sean cosas positivas, pero estar en nuestro propio país siempre tiene que dar privilegio al pueblo nacional, a los nativos de ese país."
AUTOSUFICIENCIA,"Tal vez el dinero no de la facilidad, pero nos da una estabilidad económica que se necesita para vivir."
AUTOSUFICIENCIA,"Si hablamos de dinero, no creo que ser millonario te hará más feliz aún nos trae seguridad y estabilidad financiera, que genera estabilidad y en parte felicidad para vivir.. Y también nos da uno que a otro le gusta :)"
AUTOSUFICIENCIA,"Si es una primera cita, yo como hombre no le dejaría pagar nada."
AUTOSUFICIENCIA,"Si el dinero da felicidad mientras no lo ponga como una prioridad en la vida, primero la familia los seres que nos rodean y luego el dinero, ya que con el dinero podemos proporcionar una mejor venida a nuestros seres queridos, dinero si da felicidad"
AUTOSUFICIENCIA,"Se sabe que el dinero no da felicidad, hay incluso muchas personas con grandes fortunas que no pueden disfrutarlo, pero si considero que el dinero ayuda en nuestra estabilidad en el ámbito personal y social."
AUTOSUFICIENCIA,Regularmente la felicidad no depende del dinero pero sin embargo tener estabilidad económica en estos tiempos no suena mal en absoluto
AUTOSUFICIENCIA,"Puedo, siempre puedo, y siempre puedo... voy a mostrártelos."
AUTOSUFICIENCIA,"Por supuesto, hombre..."
AUTOSUFICIENCIA,"Personalmente el dinero no es felicidad, pero si es indispensable tener una vida estable, aprende a ser feliz con lo poco que tenemos"
AUTOSUFICIENCIA,Para tomar tal decisión depende de cuánta madurez tienes y cuán dispuesto estás. Una decisión difícil.
AUTOSUFICIENCIA,"No vivo con la gente, no me importa de qué hablen."
AUTOSUFICIENCIA,No soy un tigre que pierde el sueño por la opinión de las ovejas
AUTOSUFICIENCIA,No le temo a nada.
AUTOSUFICIENCIA,No creo que una madre sea tan mala para dañar a su hijo psicologicamnete sin tener ninguna familia incluso si su deseo es tener un hijo.
AUTOSUFICIENCIA,"Mientras no lleguemos a la cima y el dinero sea lo suficientemente bueno, es mejor tener ese recurso."
AUTOSUFICIENCIA,Mejor déjame hacerlo por mi cuenta.
AUTOSUFICIENCIA,"Las oportunidades sólo suceden una vez, y tienes que saber cómo tomarlas, creo que si me quieren entenderían las razones de mi decisión"
AUTOSUFICIENCIA,Las decisiones que tomamos y nuestras acciones definen cuánto seremos
AUTOSUFICIENCIA,"Las cosas son como son, y tienes que aceptarlo."
AUTOSUFICIENCIA,"La verdad es que aunque el dinero no es todo lo que dicen si ya es depende de usted si usted vive por dinero si usted sólo quiere conseguirlo y no saber cómo manejar, también le da ciertas oportunidades que usted debe saber cómo tomar ventaja de en su tiempo como la salud, el estudio, el hogar"
AUTOSUFICIENCIA,"La religión es la relación del mundo de hoy, basada en creencias y costumbres basadas en la divinidad, que dirige la vida de las personas que la siguen, aunque esto no los hace libres de pecados ya que todos son conscientes de sus acciones."
AUTOSUFICIENCIA,"La felicidad está dentro de uno, no al lado de nadie"
AUTOSUFICIENCIA,"La felicidad es un sentimiento que usted no puede comprar, una persona si usted puede ser feliz siendo pobre, pero es cierto que es mejor tener su bolsillo lleno para menos preocupaciones."
AUTOSUFICIENCIA,La experiencia es el nombre que damos a nuestros errores.
AUTOSUFICIENCIA,"Indudablemente, la religión no salva a la gente de sus errores, de sus fracasos, es ingenuo creer, pero siempre y cree que la religión es una necesidad para algunos humanos, les da paz, tranquilidad, significado a su existencia."
AUTOSUFICIENCIA,Indudablemente los hombres deben pagar.
AUTOSUFICIENCIA,"Generalmente, es el hombre quien paga.."
AUTOSUFICIENCIA,"Estoy totalmente de acuerdo con la afirmación, en el mundo de hoy lo más importante es tener suficiente sustento económico para tener una vida regularmente digna, sin dinero la situación se vuelve sombría."
AUTOSUFICIENCIA,Estamos en un mundo donde necesitamos dinero para tener una vida estable y tranquila así que es obvio que es mejor tener dinero pero debemos controlarnos y no dejar a un lado a los amigos y a las personas que nos hacen felices siendo cercanos
AUTOSUFICIENCIA,"Es importante tener dinero, por desgracia con dinero los problemas de la vida se resuelven"
AUTOSUFICIENCIA,"Es el dinero correcto no es la felicidad pero si un factor importante en un hogar, pero no por tener más dinero usted será triste o si usted tiene poco usted será felicidad infeliz es lo que hacemos con él como lo usamos."
AUTOSUFICIENCIA,"Es cierto que el dinero no da felicidad, pero si es necesario sobrevivir, porque llega a complacer nuestras comodidades claramente es que si es un dinero bien ganado legalmente."
AUTOSUFICIENCIA,"Es cierto que el dinero es indispensable para muchas cosas de la vida, en esta vida todo tiene un precio..... al final cada persona tiene su propio concepto de felicidad."
AUTOSUFICIENCIA,"En este mundo todo debe ser regulado, creo que el dinero no da felicidad, sin embargo da estabilidad y estabilidad es algo para ser capaz de sentir calma y ser feliz. La felicidad es un concepto específico para cada uno y familiar depende de cómo cada persona quiere verlo."
AUTOSUFICIENCIA,"En cierto modo no todo el dinero compra sino para ser felices también merecemos una vida digna en la que disfrutamos de todas las comodidades, así que en cierta parte el dinero si trae felicidad"
AUTOSUFICIENCIA,El hombre por ser la base de la relación
AUTOSUFICIENCIA,"El hombre pero si la mujer decide apoyar, ambos"
AUTOSUFICIENCIA,"El hombre invita, el hombre paga..."
AUTOSUFICIENCIA,El hombre debe pagar por cortesía..
AUTOSUFICIENCIA,El hombre debe pagar
AUTOSUFICIENCIA,El hombre debe asumir el pago
AUTOSUFICIENCIA,El dinero te da libertad para obtener educación sanitaria y comida que es la base fundamental para una buena vida por la que se refleja como felicitaciones
AUTOSUFICIENCIA,"El dinero resuelve muchos problemas en la vida, pero es mejor tener el"
AUTOSUFICIENCIA,"El dinero nos permite tener una vida más tranquila e incluso si decimos que no, también genera felicidad."
AUTOSUFICIENCIA,"El dinero nos permite tener un buen equilibrio en la buena vida, donde el dinero nos dará la tranquilidad y la estabilidad económica."
AUTOSUFICIENCIA,"El dinero no te traerá felicidad, pero por un lado te da paz mental ya que es un medio para sobrevivir hoy."
AUTOSUFICIENCIA,"El dinero no te compra la felicidad, pero de una manera es el primer sustento para llevar una vida estable"
AUTOSUFICIENCIA,"El dinero no es felicidad, sino paz mental para muchos."
AUTOSUFICIENCIA,"El dinero no es felicidad, sin embargo, la estabilidad económica genera tranquilidad y mejora las condiciones de vida."
AUTOSUFICIENCIA,"El dinero no es felicidad, pero es una manera en la que usted puede ser estable"
AUTOSUFICIENCIA,"El dinero no es felicidad, no se puede poner un precio a la felicidad, ya que no todo se puede obtener con dinero, sin embargo, es necesario para un montón de cosas, como para que la gente para conseguir una casa, comprar medicamentos, estudiar, alimentarse... y para todo lo que usted necesita el señor del dinero!!!!"
AUTOSUFICIENCIA,"El dinero es un bien necesario, para llevar una vida digna y tranquila, pero más allá de la felicidad está en nosotros mismos y en la familia."
AUTOSUFICIENCIA,"El dinero es necesario para los bienes de la casa incluso si no le da felicidad, si le da paz de la mente"
AUTOSUFICIENCIA,"El dinero es muy indispensable y necesario, pero también hay que saber cómo manejar y no gastar más de lo que ganas"
AUTOSUFICIENCIA,"El dinero es importante y necesario, nos ayuda a tener un mejor estilo de vida, pero no influye directamente en la felicidad, la felicidad en la gente depende de otros factores."
AUTOSUFICIENCIA,"El dinero es fundamental para la supervivencia humana, pero nuestra felicidad no depende de ella, cada uno construye su felicidad a su manera."
AUTOSUFICIENCIA,"El dinero es esencial en la vida de todas las personas y más en esta era donde casi la mayoría de las cosas que no decir todo, giran alrededor de él. Por supuesto, como dice la frase: no compra la felicidad, pero le ayuda a sobrevivir, que creo que es más importante."
AUTOSUFICIENCIA,"El dinero en sí mismo no es verdadera felicidad, pero por otro lado trae tranquilidad"
AUTOSUFICIENCIA,"Desde mi punto de vista, cada hermano tiene el derecho de elegir su religión, pero no es una obligación y no puede obligarlo a hacer algo que no quiere, la religión es un acto de fe y no podríamos decir que es salvación."
AUTOSUFICIENCIA,"depende de, lo consideran negativo, si va a ser mejor y lograr el éxito tomaría las mejores decisiones"
AUTOSUFICIENCIA,"Decir algo como dinero no da felicidad es algo muy ilógico, es lo que más necesitamos, no tener deudas, no tener algo que nos falta no es algo tan simple, y que, causa varios sentimientos negativos a la gente. El dinero resolvería todo..."
AUTOSUFICIENCIA,"De hecho, la religión es ahora negocio, pero no estaría mal creer en Dios. Todos son libres de creer en lo que les gusta."
AUTOSUFICIENCIA,Creo que la vida es una y tienes que vivirla como si fuera el último día.
AUTOSUFICIENCIA,"Como un hombre, siempre para la caballería, incluso así ambos deben apoyar uwu, por lo que depende de cada uno"
AUTOSUFICIENCIA,"Bueno, si el dinero no te da felicidad, pero si cubre muchas necesidades que como personas necesitamos día a día...."
AUTOSUFICIENCIA,"Aunque es cierto que el dinero ayuda a reducir ciertos problemas cotidianos, la gran mayoría de la gente entiende, identifica y confunde la palabra felicidad con las posesiones materiales, son muy vanidosas."
AUTOSUFICIENCIA,"Arriesgaría el éxito, pero también hablaría con mi familia."
AUTOSUFICIENCIA,¡Buena pregunta! Vive y deja vivir.
EXHIBICIONISMO,"que nos vean cual es el problema, el sexo es natural, es normal"
EXHIBICIONISMO,el sexo no es pecado… es parte de la naturaleza humana… y amo a la naturaleza :)
EXHIBICIONISMO,que emocion seria mirar esos cuerpos desnudos en una porno jajajaja :)
EXHIBICIONISMO,"querelo todo y no estar dispuesto a nada no tiene sentido… a veces hay que exhibirse un poquito, el mundo no es perfecto"
EXHIBICIONISMO,"a veces es necesario saltarse algunas reglas ""morales"" e ir directamente al objetivo… aqui es justificar los medios, todos saldremos ganando y con un momento de extasis fantastico :)"
EXHIBICIONISMO,a veces hay que exponerse un poquito para alcanzar grandes cosas
EXHIBICIONISMO,"no hay que desaprovechar las oportunidades :) dejaria de lado la vergüenza y el sentido moralista, y si aceptaria el trato.. "
EXHIBICIONISMO,"es mejor usar una ropa que seduce, atrae y roba miradas… que verse aburrida ;)"
EXHIBICIONISMO,"yo no obligo nada a nadie, pero si estamos de acuerdo con firmar la escenita xxx por que no??, con una lavadita todo se quita jijiji"
EXHIBICIONISMO,"depende de la situacion, y de las clausulas del contrato xxx jajjaja si todos estamos de acuerdo, porque no hacerlo?? "
EXHIBICIONISMO,"es nuestro cuerpo, y si estamos de acuerdo, no creo que exista problema "
EXHIBICIONISMO,"mi cuerpo es hermoso, porque no habria de mostrarlo :)"
EXHIBICIONISMO,"me gusta mostrarme tal y como soy, que admiren mi belleza…"
EXHIBICIONISMO,"mostrar un poquito de piel no es malo… y con un cuerpazo, estaria de acuerdo jiji"
EXHIBICIONISMO,"si hay el consentimiento de ambas partes, yo no veo ningun problema en mostarnos sexualmente"
EXHIBICIONISMO,"todos salimos ganando, y de paso nos hacemos famosos :) el sexo es natural"
EXHIBICIONISMO,"yo si aceptaria, lo tomaria como un desnudo profesional disfrutando del trabajo sexual :')"
EXHIBICIONISMO,"el sexo es parte de la naturaleza, y yo amo la naturaleza"
EXHIBICIONISMO,mi escote no es tu problema
EXHIBICIONISMO,"mercadería que no se muestra, no se vende ;)"
EXHIBICIONISMO,"donde tu quieras mi amor, no importa en que posición"
EXHIBICIONISMO,Pienso que la sexualidad solo es atractiva cuando es natural y espontánea
EXHIBICIONISMO,"Me gusta estar totalmente vestida, o si no totalmente desnuda. No me gustan las medias tintas"
EXHIBICIONISMO,me encanta esa playa nudista
EXHIBICIONISMO,te gustaría ver mis pezones
EXHIBICIONISMO,"es mi cuerpo y puedo hacer con el, lo que me plazca"
EXHIBICIONISMO,"yo si haría una foto con desnudos, además es algo profesional"
EXHIBICIONISMO,yo no me averguenzo de mostrar mi cuerpo
EXHIBICIONISMO,"no me da pena de mostrar mi cuerpo, si todos tenemos lo mismo jajajaja"
EXHIBICIONISMO,"yo prefiero hacer el amor con la puz encendidad, así puedes disfrutar de mi la belleza de mi cuerpo jajajajaja"
EXHIBICIONISMO,"si la mercadería no se muestra, entonces como se vende… además mostrar un poquito de piel no es malo"
EXHIBICIONISMO,"si no es tu cuerpo el que se exhibe, mejor no opines"
EXHIBICIONISMO,Hay algo liberador en no fingir. Atrévete a avergonzarte.
EXHIBICIONISMO,"yo si me pondría un hilo, no hay nada de malo en mostrar un poquito más!"
EXHIBICIONISMO,"soy apasionadamente curiosa, quiero probar todo lo que más pueda, y el sexo no es la excepción"
EXHIBICIONISMO,no hay nada malo en mostrar un poquito de piel!
EXHIBICIONISMO,me encantaría hacer el amor en la playa..
EXHIBICIONISMO,sería muy excitante tener sexo en el balcón!!!
EXHIBICIONISMO,es mejor unos labios muy rojos que una boca muerta..
EXHIBICIONISMO,claro que me pondría un vestido con transparencias..
EXHIBICIONISMO,no tendría problema en filmarme en un video erótico.
