NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
SI,AUTOSUFICIENCIA,,,MANUAL,"En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño",
SI,AUTOSUFICIENCIA,,,MANUAL,Pues si quieren y tienen la posibilidad financiera de mantenerlo pues tienen derecho ,
SI,AUTOSUFICIENCIA,,,MANUAL,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos .",
SI,AUTOSUFICIENCIA,,,MANUAL,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.,
SI,AUTOSUFICIENCIA,,,MANUAL,"toda mujer esta en su derecho de tener un hijo ... asi sea la manera que sea y tambien ssabemos llamar familia a solo dos personas , no es necesario tener muchas personas a nuestro alrededor",
SI,AUTOSUFICIENCIA,,,MANUAL,cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .,
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza ",
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una.",
SI,AUTOSUFICIENCIA,,,MANUAL,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir,
SI,AUTOSUFICIENCIA,,,MANUAL,"Si una mujer puede y tiene como mantener un hijo sola sin la figura de un hombre a su lado, esta bien, es su decision y su responsabilidad",
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo",
SI,AUTOSUFICIENCIA,,,TEST,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)",
SI,AUTOSUFICIENCIA,,,MANUAL,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo",
SI,AUTOSUFICIENCIA,,,MANUAL,"pienso que no se esta negando ninguna posibilidad, si se tiene la madurez necesaria se puede enfrentar sola ese reto y sacar adelante a su hijo",
SI,AUTOSUFICIENCIA,,,MANUAL,"depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie",
SI,AUTOSUFICIENCIA,,,MANUAL,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera",
SI,AUTOSUFICIENCIA,,,MANUAL,"traer un hijo al mundo sin tener una estabilidad economica adecuada para mantener al bebe no es correcto, pero si se tiene los medios necesarios, no es un crimen hacerlo",
SI,AUTOSUFICIENCIA,,,MANUAL,"solo es un pensamiento, una forma de decirlo, pero las mujeres son libres de hacer lo que quieran con su cuerpo y con su vida",
SI,AUTOSUFICIENCIA,,,MANUAL,"no se necesita a un hombre para tener un hogar estable, las familias son diversas y se pueden formar con la solo la mama y el hijo",
SI,AUTOSUFICIENCIA,,,MANUAL,"muchas mujeres forman un hogar ""estructurado"" sin embargo es un infierno para los hijos, entonces no siempre una familia con mama, papa e hijos son totalmente felices, por eso creo que bien puede una mujer cuidar sola a un hijo..",
SI,AUTOSUFICIENCIA,,,MANUAL,"las mujeres somos independientes y autosuficientes, si queremos aceptar esa gran responsabilidad de traer hijos al mundo, y cumplir ese hermoso sueño de ser madre, esta bien!!! :",
SI,AUTOSUFICIENCIA,,,MANUAL,"estoy de acuerdo, una mujer puede someterse a cualquier medio para ser madre si es su deseo y se tienen los recursos economicos y una estabilidad emocional fuerte",
SI,AUTOSUFICIENCIA,,,MANUAL,"no se trata de egoismo, a veces son las circunstancias, y la gente podria juzgar sin saber.. Ademas si se puede hacer todo sola esta bien cuidar al hijo",
SI,AUTOSUFICIENCIA,,,MANUAL,"el deseo de algunas mujeres es tener hijos sin familia, osea sin la figura del padre, yo estoy de acuerdo, eso sucede mucho en nuestra realidad.. Aunque no lo buscan, simplemente sucede",
SI,AUTOSUFICIENCIA,,,MANUAL,"siempre que la mujer este preparada en todos los sentidos y sea consciente de esa enorme responsabilidad, pienso que no habria problema",
SI,AUTOSUFICIENCIA,,,MANUAL,"cada persona tiene libertad de hacer lo que quiera asumiendo las consecuencias, pero si es un deseo, anhelo y lo puede cumplir en su totalidad, yo estaria de acuerdo.",
SI,AUTOSUFICIENCIA,,,MANUAL,Cada quien cree en lo que quiera creer ,
SI,AUTOSUFICIENCIA,,,MANUAL,Cada individuo tiene la libertad de elegir en que creer,
SI,AUTOSUFICIENCIA,,,MANUAL,Por eso respeto lo que piensen y crean los demas,
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, y no tiene nada que ver con la religion..",
SI,AUTOSUFICIENCIA,,,MANUAL,"no creo en las religiones, todos tenemos libre alberdrio",
SI,AUTOSUFICIENCIA,,,MANUAL,"yo soy ateo, no creo en eso.. Solo en los propios actos",
SI,AUTOSUFICIENCIA,,,MANUAL,las personas son dueñas de su propio destino,
SI,AUTOSUFICIENCIA,,,MANUAL,"la masturbacion no es un pecado, ademas es saludable jajaja :)",
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos imperfectos, la religion no salva a nadie de sus pecados..",
SI,AUTOSUFICIENCIA,,,MANUAL,arriba el ateismo!!!,
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos pecadores, y masturbarse no es malo",
SI,AUTOSUFICIENCIA,,,MANUAL,es mejor ser un pecador feliz jajajaja,
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero pecar y masturbarme!!!,
SI,AUTOSUFICIENCIA,,,MANUAL,"las religiones no sirven, son una mentira, es mejor ser una buena persona bajo nuestros propios pensamientos�",
SI,AUTOSUFICIENCIA,,,MANUAL,los que se cubren bajo una religion muchas veces son los peores seres humanos.. La religion no ayuda en nada,
SI,AUTOSUFICIENCIA,,,MANUAL,"todos somos dueños de nuestro destino, la religion no tiene nada que ver… ademas todos somos pecadores de accion o pensamie",
SI,AUTOSUFICIENCIA,,,MANUAL,por caballerosidad debe pagar el hombre!!,
SI,AUTOSUFICIENCIA,,,MANUAL,"si yo invito, yo pago",
SI,AUTOSUFICIENCIA,,,MANUAL,"aunque no es bien visto en nuestra sociedad, pero si la mujer tiene una mejor posicion economica, ella podria asumir el gasto",
SI,AUTOSUFICIENCIA,,,MANUAL,"si mi pareja no tiene dinero o esta en un mal momento economico, yo como mujer tambien podria asumir ese gasto",
SI,AUTOSUFICIENCIA,,,MANUAL,"Me da lo mismo, contigo o sin ti, yo puedo!",
SI,AUTOSUFICIENCIA,,,MANUAL,No te necesito para nada!,
SI,AUTOSUFICIENCIA,,,MANUAL,Yo puedo sola,
SI,AUTOSUFICIENCIA,,,TEST,"asi me pongas al diablo de tribunal, yo siempre podre demostrar mi capacidad.",
SI,AUTOSUFICIENCIA,,,MANUAL,"el miedo es estupido, arrepentirse tambien",
SI,AUTOSUFICIENCIA,,,TEST,"La felicidad esta dentro de uno, no al lado de nadie",
SI,AUTOSUFICIENCIA,,,MANUAL,Ninguna mujer debe olvidar nunca que ella no necesita a nadie que no la necesite a ella,
SI,AUTOSUFICIENCIA,,,MANUAL,Es mejor estar sola que infeliz con alguien,
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero hacerlo sola.,
SI,AUTOSUFICIENCIA,,,MANUAL,prefiero la tranquilidad de la soledad que la decepcion de una mala compañia como la tuy,
SI,AUTOSUFICIENCIA,,,MANUAL,dios no tiene poder sobre mi,
SI,AUTOSUFICIENCIA,,,MANUAL,"no te preocupes por mi, yo puedo sola",
SI,AUTOSUFICIENCIA,,,MANUAL,No podrias manejarme incluso si viniera con un manual de instrucciones.,
SI,AUTOSUFICIENCIA,,,MANUAL,Viviendo mi vida a mi manera,
SI,AUTOSUFICIENCIA,,,MANUAL,"es mi vida, no te metas",
SI,AUTOSUFICIENCIA,,,MANUAL,yo no ruego a nadie… si se va que se va,
SI,AUTOSUFICIENCIA,,,MANUAL,"Yo sufro por mis problemas, no por los ajenos..y menos los de mis enemigos..",
SI,AUTOSUFICIENCIA,,,MANUAL,YO OPINO QUE ES SU DECISIoN SI ELLAS QUIEREN TENER UN HIJO ES SU PROBLEMA,
SI,AUTOSUFICIENCIA,,,MANUAL,pues son decisiones de cada perosona y no se deberia juzgar.,
SI,AUTOSUFICIENCIA,,,MANUAL,ES SU DESICION PORQUE YA SON ADULTAS ,
SI,AUTOSUFICIENCIA,,,MANUAL,"que es su decision ,ellas seran responsables de ese nuevo ser",
SI,AUTOSUFICIENCIA,,,MANUAL,"prefiero no hablar de religiones, ninguna me agrada",
SI,AUTOSUFICIENCIA,,,MANUAL,me importa un culo tu opinion,
SI,AUTOSUFICIENCIA,,,MANUAL,Felices son aquellos que se atreven valientemente a defender lo que aman.,
SI,AUTORITARISMO,,,TEST,"creo que seria complicado, porque me gustaria que mi hijo se crie bajo mis conceptos y mis ideas",
SI,AUTORITARISMO,,,TEST,"Si ya se estan regulando otros asuntos, el impacto de regular la prostitucion, aunque conlleve esclavitud de las victimas, incluso podria tener efectos contrarios al pensamiento comun, por ende, si la impondria.",
SI,AUTORITARISMO,,,MANUAL,"Controversial sin duda y no es que debe imponerse una regularizacion, pero si debe regularse para mas control de problemas sociales que llevan a la prostitucion, mujeres y hombres son esclavizados con estas practicas por querer cubrir sus necesidad basicas ",
SI,AUTORITARISMO,,,MANUAL,"Si. ya que aunque no se regularice seguira existiendo ,entonces seria mejor darle una formalizacion",
SI,AUTORITARISMO,,,MANUAL,"Falso dilema, prostitucion no es igual a esclavitud. Y si, debe regularse para que las personas que ejerciendo soberanamente su libertad de elegir un oficio adquieran derechos que otros trabajadores ya tienen. ",
SI,AUTORITARISMO,,,TEST,Claro que si es muy fundamental regularizar la prostitucion porque se ve muchos casos que niñas son raptadas para este trabajo de esclavitud y pues algunas de ellas por decision propia pero para el sustento de sus hogares ya que muchas de ellas son de escasos recursos,
SI,AUTORITARISMO,,,TEST,Regular la esclavitud. (Aunque junto a la prostitucion pueden ser casi lo mismo),
SI,AUTORITARISMO,,,TEST,"si, en el mundo de la prostitucion muchas veces se encuentran personas obligadas , y esta mal explotar a personas que no quieren ya que no es respetar su dignidad, aun asi existen personas que lo ejercen por voluntad propia y estan en su derecho.",
SI,AUTORITARISMO,,,TEST,"Hmm los dos son como tipo esclavismo, pero la prostitucion es mas del tipo voluntario,pero en   la esclavitud es por obligacion asi que si regularia la prostitucion en vez de la esclavitud",
SI,AUTORITARISMO,,,MANUAL,Si se deberia imponer la regularizacion de la prostitucion ya que con esto se abriria mas fuentes de trabajo para personas que realmente no tienen de otra manera por donde generar ingresos.,
SI,AUTORITARISMO,,,MANUAL,"Si, ya que se han visto muchas irregularidades en ese campo, tanto mujeres que son obligadas a realizarlos y lugares que son inapropiados para desarrollar dicha actividad",
SI,AUTORITARISMO,,,MANUAL,"es preferible tener leyes que amparen este tipo de actividades, a que sean maltratadas, igual sigue siendo un trabajo",
SI,AUTORITARISMO,,,MANUAL,"la prostitucion es un trabajo, y como tal hay que regularlo con leyes que amparen a sus trabajadores",
SI,AUTORITARISMO,,,MANUAL,"no cre q sea una esclavitud, cada quien tiene la opcion de elegir que quiere ser.. Entonces mas bien creo necesario y conveniente regular la prostitucion",
SI,AUTORITARISMO,,,TEST,"la prostitucion  es una realidad a nivel global, y como tal, debe ser regulado para quienes por libre voluntad deciden dedicarse a este oficio...",
SI,AUTORITARISMO,,,TEST,"no creo que exista esclavitud si lo hacen por libre voluntad… siempre hay otras opciones, pero definitivamente estoy de acuerdo en que sea regula",
SI,AUTORITARISMO,,,TEST,la prostitucion debe ser regulada,
SI,AUTORITARISMO,,,TEST,"la prostitucion es una realidad social a nivel mundial, y como tal debe regularse… lo que no es correcto es que  menores de edad desempeñen este oficio",
SI,AUTORITARISMO,,,MANUAL,no creo que regular este oficio tan antiguo sea someter a la esclavitud a quienes lo desempeñan… mas bien creo que es una contribucion para garantizar sus derec,
SI,AUTORITARISMO,,,MANUAL,"como cualquier otro trabajo debe regularse, y no creo que sea una imposicion porque es una realidad y esta presente en todo el mundo y erradicarlo es casi imposible�",
SI,AUTORITARISMO,,,MANUAL,deben regular la prostitucion para garantizar los derechos de todos los que lo hacen,
SI,AUTORITARISMO,,,MANUAL,"podria pensarse q esta mal, pero la realidad social es otra, entonces lo mejor es regularlo ",
SI,AUTORITARISMO,,,MANUAL,"estoy de acuerdo, hay que regular la prostitucion",
SI,AUTORITARISMO,,,TEST,las prostitutas tambien tienen derechos… no creo que sea una imposicion regular este ofic,
SI,AUTORITARISMO,,,MANUAL,"si realmente me amas, pues tendras que aguantarme",
SI,AUTORITARISMO,,,TEST,APOYO!!! Es la herramienta escencial que procura el desarrollo y la union de la sociedad nacional.,
SI,AUTORITARISMO,,,TEST,el estado tiene la obligacion de garantizar los derechos de todos los ciudadanos y eso tambien incluye a quienes se dedican a la prostitucion,
SI,AUTORITARISMO,,,TEST,"no creo que sea una imposicion ni una esclavitud regular la prostitucion, mas bien considero que es una garantia porque se debe regular este trabajo como cualquier otro",
SI,AUTORITARISMO,,,TEST,regular la prostitucion ,
SI,AUTORITARISMO,,,TEST,"estoy de acuerdo, hay que regular la prostitucion",
SI,AUTORITARISMO,,,TEST,aqui se hace lo que yo digo,
SI,AUTORITARISMO,,,TEST,"no estoy pidiendo tu opinion, te lo estoy exigiendo",
SI,AUTORITARISMO,,,MANUAL,"la prostitucion no es un trabajo digno, se deberia regular de forma muy rigida",
SI,AUTORITARISMO,,,MANUAL,"lo que yo digo se hace, y no esta en discusion",
SI,AUTORITARISMO,,,MANUAL,te guste o no se hace lo que yo digo,
SI,AUTORITARISMO,,,MANUAL,"yo tengo el poder absoluto, y se hace lo que yo quiero",
SI,AUTORITARISMO,,,MANUAL,hay que promulgar leyes que permitan controlar la prostitucion,
SI,AUTORITARISMO,,,TEST,Porque lo digo yo... y punto,
SI,AUTORITARISMO,,,TEST,"Si no haces esto, te voy a castigar",
SI,AUTORITARISMO,,,TEST,"Cuando te vayas de esta casa ya podras hacer lo que te de la gana, mientras vivas bajo este techo mandamos tu madre y yo",
SI,AUTORITARISMO,,,MANUAL,Esta es una democracia dictatorial en la que se hace lo que yo digo,
SI,AUTORITARISMO,,,MANUAL,"Mientras vivas bajo mi mismo techo, seguiras mis reglas",
SI,AUTORITARISMO,,,MANUAL,"No te estoy preguntando, te lo estoy exigiendo, entendiste!!!",
SI,AUTORITARISMO,,,MANUAL,"Te guste o no, yo decido lo que se hace!!",
SI,AUTORITARISMO,,,TEST,yo grito cuando me de la gana y a quien me de la gana,
SI,AUTORITARISMO,,,TEST,"no te estoy preguntando cara de verga, te lo estoy diciendo",
SI,AUTORITARISMO,,,TEST,"que se habra creido este idiota, aqui quien manda soy yo.",
SI,AUTORITARISMO,,,TEST,"ni yo soy gaga ni usted es sordo, tiene que hacer lo que le dije",
SI,AUTORITARISMO,,,MANUAL,"es mi casa no la tuya, y se hace lo que yo quiero",
SI,AUTORITARISMO,,,MANUAL,"Si me encuentras ofensivo, entonces te sugiero que dejes de encontrarme.",
SI,AUTORITARISMO,,,MANUAL,Existen diversos factores que influyen en esta situacion pero a criterio personal no lo haria porque quiero que mis hijos sigan mis creencias y mis ideas,
SI,AUTORITARISMO,,,MANUAL,cada quien decide que ser y hacer… y en este caso la prostitucion si debe ser regulada por el estado tanto para quienes lo hacen como para quienes solicitan el servici,
SI,AUTORITARISMO,,,MANUAL,Regularia la esclavitud,
SI,AUTORITARISMO,,,MANUAL,"si realmente me amas, pues tendras que aguantarme",
SI,AUTORITARISMO,,,MANUAL,APOYO!!! Es la herramienta escencial que procura el desarrollo y la union de la sociedad nacional.,
SI,AUTORITARISMO,,,TEST,"Podria ser que si, ya que la persona deberia tratar muy bien no solo a la pareja sino tambien a su hijo y a la vez que sea mutuo, y tener bien en claro que siempre estara esa otra persona ya sea padre o madre para velar por su hijo aunque esten separados ",
SI,AUTORITARISMO,,,TEST,"pues la verdad no, cada uno debe hacerse cargo de sus errores, y principalmente aceptar los consejos y puntos de vista de las personas que intentan ayudar",
SI,AUTORITARISMO,,,MANUAL,"creo que seria complicado, porque me gustaria que mi hijo se crie bajo mis conceptos y mis ideas",
SI,AUTORITARISMO,,,TEST,"Si ya se estan regulando otros asuntos, el impacto de regular la prostitucion, aunque conlleve esclavitud de las victimas, incluso podria tener efectos contrarios al pensamiento comun, por ende, si la impondria.",
SI,AUTORITARISMO,,,TEST,"depende, si tengo un trabajo estable para poder ayudar a mi pareja y su hijo, con la condicion de volver a empezar y dejar el pasado atras.",
SI,AUTORITARISMO,,,MANUAL,"Controversial sin duda y no es que debe imponerse una regularizacion, pero si debe regularse para mas control de problemas sociales que llevan a la prostitucion, mujeres y hombres son esclavizados con estas practicas por querer cubrir sus necesidad basicas ",
SI,AUTORITARISMO,,,MANUAL,"Si. ya que aunque no se regularice seguira existiendo ,entonces seria mejor darle una formalizacion",
SI,AUTORITARISMO,,,MANUAL,"Creo que depende de muchas cosas pero sobre todo la persona que quiera estar debe aceptar querer a mis hijos, porque es algo que no estara en discusion",
SI,AUTORITARISMO,,,MANUAL,"Es algo complicado,  a mi me gustaria criar a un hijo bajo mis convicciones, y con un hijo ajeno, no creo que podria",
SI,AUTORITARISMO,,,MANUAL,"Falso dilema, prostitucion no es igual a esclavitud. Y si, debe regularse para que las personas que ejerciendo soberanamente su libertad de elegir un oficio adquieran derechos que otros trabajadores ya tienen. ",
SI,AUTORITARISMO,,,MANUAL,Claro que si es muy fundamental regularizar la prostitucion porque se ve muchos casos que niñas son raptadas para este trabajo de esclavitud y pues algunas de ellas por decision propia pero para el sustento de sus hogares ya que muchas de ellas son de escasos recursos,
SI,AUTORITARISMO,,,MANUAL,Regular la esclavitud. (Aunque junto a la prostitucion pueden ser casi lo mismo),
SI,AUTORITARISMO,,,MANUAL,"si, en el mundo de la prostitucion muchas veces se encuentran personas obligadas , y esta mal explotar a personas que no quieren ya que no es respetar su dignidad, aun asi existen personas que lo ejercen por voluntad propia y estan en su derecho.",
SI,AUTORITARISMO,,,MANUAL,"Hmm los dos son como tipo esclavismo, pero la prostitucion es mas del tipo voluntario,pero en   la esclavitud es por obligacion asi que si regularia la prostitucion en vez de la esclavitud",
SI,AUTORITARISMO,,,MANUAL,Si se deberia imponer la regularizacion de la prostitucion ya que con esto se abriria mas fuentes de trabajo para personas que realmente no tienen de otra manera por donde generar ingresos.,
SI,AUTORITARISMO,,,MANUAL,"Si, ya que se han visto muchas irregularidades en ese campo, tanto mujeres que son obligadas a realizarlos y lugares que son inapropiados para desarrollar dicha actividad",
SI,AUTORITARISMO,,,MANUAL,"es preferible tener leyes que amparen este tipo de actividades, a que sean maltratadas, igual sigue siendo un trabajo",
SI,AUTORITARISMO,,,MANUAL,"la prostitucion es un trabajo, y como tal hay que regularlo con leyes que amparen a sus trabajadores",
SI,AUTORITARISMO,,,MANUAL,"no cre q sea una esclavitud, cada quien tiene la opcion de elegir que quiere ser.. Entonces mas bien creo necesario y conveniente regular la prostitucion",
SI,AUTORITARISMO,,,MANUAL,"la prostitucion  es una realidad a nivel global, y como tal, debe ser regulado para quienes por libre voluntad deciden dedicarse a este oficio...",
SI,AUTORITARISMO,,,MANUAL,"no creo que exista esclavitud si lo hacen por libre voluntad… siempre hay otras opciones, pero definitivamente estoy de acuerdo en que sea regula",
SI,AUTORITARISMO,,,MANUAL,la prostitucion debe ser regulada,
SI,AUTORITARISMO,,,MANUAL,"la prostitucion es una realidad social a nivel mundial, y como tal debe regularse… lo que no es correcto es que  menores de edad desempeñen este oficio",
SI,AUTORITARISMO,,,MANUAL,no creo que regular este oficio tan antiguo sea someter a la esclavitud a quienes lo desempeñan… mas bien creo que es una contribucion para garantizar sus derec,
SI,AUTORITARISMO,,,MANUAL,"como cualquier otro trabajo debe regularse, y no creo que sea una imposicion porque es una realidad y esta presente en todo el mundo y erradicarlo es casi imposible�",
SI,AUTORITARISMO,,,MANUAL,deben regular la prostitucion para garantizar los derechos de todos los que lo hacen,
SI,AUTORITARISMO,,,MANUAL,"podria pensarse q esta mal, pero la realidad social es otra, entonces lo mejor es regularlo ",
SI,AUTORITARISMO,,,TEST,"estoy de acuerdo, hay que regular la prostitucion",
SI,AUTORITARISMO,,,MANUAL,el estado tiene la obligacion de garantizar los derechos de todos los ciudadanos y eso tambien incluye a quienes se dedican a la prostitucion,
SI,AUTORITARISMO,,,MANUAL,"no creo que sea una imposicion ni una esclavitud regular la prostitucion, mas bien considero que es una garantia porque se debe regular este trabajo como cualquier otro",
SI,AUTORITARISMO,,,MANUAL,las prostitutas tambien tienen derechos… no creo que sea una imposicion regular este ofic,
SI,AUTORITARISMO,,,MANUAL,regular la prostitucion ,
SI,AUTORITARISMO,,,MANUAL,"estoy de acuerdo, hay que regular la prostitucion",
SI,AUTORITARISMO,,,MANUAL,aqui se hace lo que yo digo,
SI,AUTORITARISMO,,,MANUAL,"no estoy pidiendo tu opinion, te lo estoy exigiendo",
SI,AUTORITARISMO,,,MANUAL,"la prostitucion no es un trabajo digno, se deberia regular de forma muy rigida",
SI,AUTORITARISMO,,,MANUAL,"lo que yo digo se hace, y no esta en discusion",
SI,AUTORITARISMO,,,MANUAL,te guste o no se hace lo que yo digo,
SI,AUTORITARISMO,,,TEST,"yo tengo el poder absoluto, y se hace lo que yo quiero",
SI,AUTORITARISMO,,,MANUAL,hay que promulgar leyes que permitan controlar la prostitucion,
SI,AUTORITARISMO,,,MANUAL,Porque lo digo yo... y punto,
SI,AUTORITARISMO,,,MANUAL,"No llores, que no es para tanto",
SI,AUTORITARISMO,,,MANUAL,"Si no haces esto, te voy a castigar",
SI,AUTORITARISMO,,,MANUAL,"Cuando te vayas de esta casa ya podras hacer lo que te de la gana, mientras vivas bajo este techo mandamos tu madre y yo",
SI,AUTORITARISMO,,,MANUAL,"no estoy pidiendo tu opinion, no me interesa.. Entendiste!!",
SI,AUTORITARISMO,,,MANUAL,Esta es una democracia dictatorial en la que se hace lo que yo digo,
SI,AUTORITARISMO,,,MANUAL,"Mientras vivas bajo mi mismo techo, seguiras mis reglas",
SI,AUTORITARISMO,,,MANUAL,"No te estoy preguntando, te lo estoy exigiendo, entendiste!!!",
SI,AUTORITARISMO,,,MANUAL,"Te guste o no, yo decido lo que se hace!!",
SI,AUTORITARISMO,,,MANUAL,yo grito cuando me de la gana y a quien me de la gana,
SI,AUTORITARISMO,,,MANUAL,"no te estoy preguntando cara de verga, te lo estoy diciendo",
SI,AUTORITARISMO,,,MANUAL,"que se habra creido este idiota, aqui quien manda soy yo.",
SI,AUTORITARISMO,,,MANUAL,"ni yo soy gaga ni usted es sordo, tiene que hacer lo que le dije",
SI,AUTORITARISMO,,,MANUAL,"es mi casa no la tuya, y se hace lo que yo quiero",
SI,AUTORITARISMO,,,MANUAL,"Si me encuentras ofensivo, entonces te sugiero que dejes de encontrarme.",
SI,AUTORITARISMO,AUTORITARISMO,,MANUAL,Existen diversos factores que influyen en esta situacion pero a criterio personal no lo haria porque quiero que mis hijos sigan mis creencias y mis ideas,
SI,AUTORITARISMO,,,MANUAL,cada quien decide que ser y hacer… y en este caso la prostitucion si debe ser regulada por el estado tanto para quienes lo hacen como para quienes solicitan el servici,
SI,AUTORITARISMO,,,TEST,Regularia la esclavitud,
SI,AUTORITARISMO,,,MANUAL,no es una imposicion pero si una razon de vida,
SI,AUTORITARISMO,,,MANUAL,"escucha mi consejo y hazme caso, yo se lo que te digo",
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe, has lo que te digo",
SI,AUTORITARISMO,,,MANUAL,"esa es mi decision, fin de la discusion",
SI,AUTORITARISMO,,,MANUAL,quiero que termines este trabajo para mañan,
SI,AUTORITARISMO,,,MANUAL,no se les olvide que yo soy su jefe.,
SI,AUTORITARISMO,,,MANUAL,porque yo lo digo y punto,
SI,AUTORITARISMO,,,MANUAL,"si yo me voy, nos vamos todos",
SI,AUTORITARISMO,,,MANUAL,"no me importa si es etico o no, si es legal, hagalo y punto.",
SI,AUTORITARISMO,,,MANUAL,recuerden que todos sin excepcion deben llegar temprano.,
SI,AUTORITARISMO,,,MANUAL,"el fracaso no es una opcion, entendido!",
SI,AUTORITARISMO,,,MANUAL,agradezca que esta trabajando aqui.,
SI,AUTORITARISMO,,,MANUAL,"no te estoy preguntando, entendido!!",
SI,AUTORITARISMO,,,MANUAL,"esta es la forma en que siempre se ha hecho, no me interesa tu opinion",
SI,AUTORITARISMO,,,MANUAL,"las cosas se hacen bien hechas, o mejor no hagas nada.",
SI,AUTORITARISMO,,,MANUAL,quiero que pruebes con resultados lo que dices.,
SI,AUTORITARISMO,,,MANUAL,yo soy quien manda,
SI,AUTORITARISMO,,,MANUAL,"son mis decisiones, y si no les gusta se pueden ir",
SI,AUTORITARISMO,,,MANUAL,"hasta que cumplas los 18 años, tienes que obecederm",
SI,AUTORITARISMO,,,MANUAL,"esa es mi decision, y no se discute.",
SI,AUTORITARISMO,,,MANUAL,"tomalo como te de la gana, pero esa es mi decision",
SI,AUTORITARISMO,,,MANUAL,"yo soy quien mantiene este hogar, asi que yo decido.",
SI,AUTORITARISMO,,,MANUAL,"si, este hogar es una dictadura y soy yo el dictador",
SI,AUTORITARISMO,,,MANUAL,tu problema es que no puedes seguir reglas..,
SI,AUTORITARISMO,,,MANUAL,"Callate, tu no opines",
SI,AUTORITARISMO,,,MANUAL,"osea, yo no puedo opinar?, NO, no puedes opinar",
SI,AUTORITARISMO,,,MANUAL,"en esta casa todos somos catolicos, y si no te gusta prefiero que vayas de aqui",
SI,AUTORITARISMO,,,MANUAL,"ojo por ojo, diente por diente!!, hay que poner mano dura..",
SI,AUTORITARISMO,,,MANUAL,"cuando ganes tu propio dinero y ayudes a pagar cuentas podra opinar en esta casas, caso contrario deberas seguir mis reglas, entendido!!",
SI,AUTORITARISMO,,,MANUAL,"yo soy el jefe de la casa, aqui se hace lo que yo digo",
SI,AUTORITARISMO,,,MANUAL,"esta es mi empresa, son mis reglas, y si no les gusta los despido, asi de simple..",
SI,AUTORITARISMO,,,MANUAL,"mientras vivan bajo mi techo, comen y visten como yo digo",
SI,AUTORITARISMO,,,MANUAL,"es mi casa, y aqui mando yo. Ok",
SI,AUTORITARISMO,,,MANUAL,una nacion debe someterse al criterio de su mandante.,
SI,AUTORITARISMO,,,MANUAL,"no te atrevas a desobedecer mis reglas, sino te ira muy mal..",
SI,AUTORITARISMO,,,MANUAL,pago tus estudios y solo quieres jugar mmvg. Mejor no hubiera tenido un hijo como tu..,
SI,AUTORITARISMO,,,MANUAL,"vistete de otra manera, no podria tomarte de la mano si estas vestida como una puta",
SI,AUTORITARISMO,,,MANUAL,"si no vamos al partido de futbol, no vamos a ningun lado",
SI,AUTORITARISMO,,,MANUAL,"cuando yo este con mis amistades, usted no debe hablar, me haces pasar vergüenz",
SI,AUTORITARISMO,,,MANUAL,"si tu madre quiere visitarte, que ella venga a la cas, tu no sales a ningun lado, oiste.",
SI,AUTORITARISMO,,,MANUAL,"no necesitas maquillarte, ni pintarte el pelo, quiero una mujer no un payaso.. Asi que, quitate esas huevadas",
SI,AUTORITARISMO,,,MANUAL,la prensa debe hablar o callar cuando su mandante asi lo ordene..,
SI,AUTORITARISMO,,,MANUAL,"cuando seas tu propio jefe, podras tener derechos, por ahora a trabajar!!",
SI,AUTORITARISMO,,,MANUAL,eres mi novia y debes obeceder lo que yo diga,
SI,AUTORITARISMO,,,MANUAL,debes obedecerme y asi tendre la certeza de que me amas,
SI,AUTORITARISMO,,,MANUAL,"para que te casaste conmigo, sino me ibas a obedecer",
