v1,v2
NARCISISMO,...no vaccine for me today :o(  uurrg I wonder if I could fake being pregnant to get in line? Bahahaha probably not :oP Hopefully I can get the vaccine soon....friggin asthma!!!
NARCISISMO,home from my midterm and now doing homework...class tonight until 7 :o(
NARCISISMO,"wishes someone would invent a cure for migraines…third day with a headache so much work to do this weekend!!! Coffee, Tylenol and studying."
NARCISISMO,working until 1:00pm...really needs a break
NARCISISMO,thinks if she was less moral she would have a lot more money hahahaha!
NARCISISMO,"burr, burr I am not ready for the cold...why can't I acclimatize! I need to start cold weather training in July lol."
NARCISISMO,"Community Health Promotion exam tomorrow...bed soon, then I can start thinking about it being almost the holidays :o)"
NARCISISMO,finished her last presentation tonight!!! Now two exams tomorrow morning...on the bright side one of them is Human sexuality :oD I am a total erotophile and proud of it :oP
NARCISISMO,"bed, bed, bed, work tomorrow."
NARCISISMO,"work and then study, study, study!!!"
NARCISISMO,"packing, packing, packing....burnt out. Moving back to Glengary tomorrow, working Friday then headed to Cape Breton Friday at 1:00pm with *PROPNAME*.....F*****WWWWKKKKKKK this entire year! I am so over moving three times in four months...FML....back to packing!"
NARCISISMO,sore from moving last night...wind-burnt on my face and hands (I am so sexy bahahaha). FINALLY back in our apartment!...and leaving the mess to go home for the holidays :o) Working 9:30am-12:30pm running home to get *PROPNAME* then running to the shuttle and heading to Inverness @1:15pm :o) If we miss the shuttle you will see us sleeping on Spring Garden :oP...hummm cab to the shuttle it is!!!
NARCISISMO,"profane messages make my day hahahahaha…shower, pj’s, late news, then bed…wondering if you can actually classify the “best sex of your life”?"
NARCISISMO,is gone to flirt shamelessly with police officers at their Christmas party. Is there anything better than a man in uniform? WAIT! One with handcuffs :oP
NARCISISMO,is eating an apple she got from a stranger...what is the worst thing that could happen? :oP
NARCISISMO,"thinks she must say her name strangle when answering the phone at work, as most ppl hear (*PROPNAME*, *PROPNAME*, *PROPNAME*, *PROPNAME*, *PROPNAME*, and *PROPNAME*)...I am not sure how they get that from ""*PROPNAME* speaking"" lol but it is funny to be called *PROPNAME* and *PROPNAME*??? Crazy day lol"
NARCISISMO,has been in Cape Breton for 10 days...and has read 8 novels. Humm I almost wish I had studying to do lol. But everyone here is soooo nice :o)
NARCISISMO,is gone home for the day....
NARCISISMO,"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!"
NARCISISMO,getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax (I hope)
NARCISISMO,R.I.P Sergent *PROPNAME*...my thoughts and sympathy to your friends and family. You always made me laugh even when I wanted to cry...NS has lost a great soldier
NARCISISMO,the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.
NARCISISMO,is wondering what hurricane Bill is going to be like...getting ready just in case :o)
NARCISISMO,"...work, class and gym tonight!"
NARCISISMO,wants everyone to fill out the big five personality quiz I am sending out :o)
NARCISISMO,"great time at the gym, thanks ladies and *PROPNAME*! To bed to sleep, to sleep to dream..."
NARCISISMO,"is an atheist please respect my beliefs and stop sending me jesus, god and (insert other deity) crap. Thanks."
NARCISISMO,"is working, working, working..."
NARCISISMO,"classes, maybe a movie with the twinnies after classes"
NARCISISMO,...getting some readings done for class. Work and class demain.
NARCISISMO,"It’s ""Doppelgänger Week"" on Facebook. Change your profile pic to someone famous you've been told you resemble. And repost this"
NARCISISMO,is checking out *PROPNAME*'s challenges...I might try out a few. Nothing wrong with eating more raw veggies or going Vegan for a month :o)
NARCISISMO,"...just keep swimming, studying."
NARCISISMO,busy and stressed out today!
NARCISISMO,i am too tired to move. rebecca you are going to have to pick me up or something
NARCISISMO,Music is my beach house
NARCISISMO,C'est dangereux de danse parmi les chiennes de graisse
NARCISISMO,blue to grey.....grandir et s'envoler.
NARCISISMO,"homecoming, the hunt, and jacqueline's birthday all this weekend!  fml, america, I miss you! no amount of red wine and croissants can console...wish I could be there!  ....happy birthday jacs!!! :("
NARCISISMO,"elephant tea, deeply disappointed in your flavor. lipton you are rubbish stick to soup"
NARCISISMO,<3 scotch tasting
NARCISISMO,golfing! fore!
NARCISISMO,bruno anyone?
NARCISISMO,<3 boarding at the beach :)!
NARCISISMO,Kitten Mitten!
NARCISISMO,Hot pot!
NARCISISMO,is a Stanford graduate and leaves for Beijing tomorrow.
NARCISISMO,"found red bean paste in her chocolate croissant this morning, and reluctantly switched her inner monologue from French back to Chinese."
NARCISISMO,"struggles to say that she's taking a class on ""Networking"" with a straight face."
NARCISISMO,"is energized by super last minute flights, and very grateful to *PROPNAME*'s mother."
NARCISISMO,got six pairs of shoes for Christmas.  It might officially be time for her to stop wearing her much loved Cirque du Soleil flip-flops.
NARCISISMO,"just finished a Christopher Lin-induced SNES binge.  Donkey Kong Country: complete.  Aladdin: lamentably ongoing.  There's a party here in Agrabah, if you care to revitalize her Arabian efforts."
NARCISISMO,is trying to get out of the doldrums
NARCISISMO,is in Aruba!!!
NARCISISMO,-- people need to get over michael vick's life and get their own
NARCISISMO,vegas baby!!! yaaa!!!!
NARCISISMO,Needs to get the internet at home
NARCISISMO,Why did the dog have to eat the most expensive jacket I have
NARCISISMO,Doesn't like getting off work to see his car encased in 1//2 an inch of ice.
NARCISISMO,Likes to dance in skirts
NARCISISMO,"love looks not with the eye but with the mind and therefore, is winged cupid painted blind?"
NARCISISMO,"""Thank you so much, family and friends for your birthday greetings and wishes! Have a great week... Happy thanksgiving! Hugs!"""
NARCISISMO,2nd week without a cellphone... its like being back in the 90s.
NARCISISMO,"is ready to beat bronchitic asthma's ass with ginger, honey and garlic ;)"
NARCISISMO,News at 11... where to get the perfect jeans! Seriously?!? When did the news get so stupid?
NARCISISMO,can't believe she's now allergic to tuyo as well as shrimp!
NARCISISMO,Love me Dead...
NARCISISMO,"Attention everyone: If you have the misfortune of reading this, then I regret to inform you that I've been seriously injured in a car accident. Okay, maybe not, but I did just lose the game...."
NARCISISMO,Desperately seeking room slash room mate. Can anyone help me out with any leads?
NARCISISMO,Failing....the next best thing to succeeding.
NARCISISMO,Anyone think they could help me out by escorting me to the airport Friday morning? I can pay in undying gratitude and awkward silences....
NARCISISMO,Plan A officially scrapped. Good thing I have plan B right? Airportage at 5:45 in the am!
NARCISISMO,"If a tree falls in the woods and no one is around to hear it, do you still lose the game?"
NARCISISMO,So. Zombieland: Great movie?......or the greatest movie?
NARCISISMO,Back in the 813....the place to be!
NARCISISMO,Would you like some failsauce to go with your epic fail?
NARCISISMO,In Toronto! I'm getting my Canadian on!
NARCISISMO,"Back from vacation. Cruise was fun, but now I feel like I need a vacation from the previous vacation..."
NARCISISMO,Sick! I'm going to blame Northerners...why? Why not?
NARCISISMO,So there's something about a Super...Bowl? On right now?
NARCISISMO,So this is what it's like to be bored on a Saturday night...
NARCISISMO,ROAR
NARCISISMO,is well and festive and taking advantage of summer.
NARCISISMO,I love *PROPNAME*
NARCISISMO,is on his way to a wedding in the beautiful Peace Garden State.
NARCISISMO,is looking through West to East.
NARCISISMO,needs to take fewer joys for granted
NARCISISMO,is variably responsible
NARCISISMO,is disorganized and excited for a weekend wedding adventure
NARCISISMO,is watching the Perseid meteor shower the next two nights.
NARCISISMO,is spending the holiday drifting down the Huron.
NARCISISMO,can smell school approching
NARCISISMO,"was chased by veloceraptors for a good hour, at least."
NARCISISMO,"passed a family of ducks, two squirrels, a chipmunk, a raccoon, and a bassoonist on his way to the laundry room."
NARCISISMO,"prioritizes the human over the applied, with mixed results."
NARCISISMO,stretched
NARCISISMO,is water-shedding it up and bonfireing it down.
NARCISISMO,celebrated dusk with the bats of *PROPNAME*
NARCISISMO,is designing a mausoleum.  Go Halloween.
NARCISISMO,"spent Monday night in a plie of leaves, 150 feet above Lake Superior."
NARCISISMO,grows less responsible with time.
NARCISISMO,"needs to work on discipline, decisiveness, and time."
NARCISISMO,"spent the evening in an awesome blanket fort, has a thanksgiving potluck tonight, birthday dinner tomorrow, and crazy Canadian adventure over the weekend :D"
NARCISISMO,"Thank you, all, for you birthday wishes, and may the holiday bring you peace."
NARCISISMO,", unexpectedly, really enjoys waking up insanely early to work."
NARCISISMO,"While we might get two, the west coast will get 6 to 9, and my jealousy of Lake Effect Snows grows ever greater."
NARCISISMO,"the Leonid meteor shower, with up to 5000 meteors a night this year, is peaking Monday night from roughly 11 pm until 4 am on Tuesday  :-D"
NARCISISMO,will be fighting with computers continuously for at least the next week.
NARCISISMO,in the final throes of Archland
NARCISISMO,"is always surprised at how many building materials are made from cyanide, formaldehyde, and uric acid."
NARCISISMO,just wants to be settled in a great many things.
NARCISISMO,"has had an amazing and adventurous holiday, full of games and leftovers and hitchhiking."
NARCISISMO,is glad to be.
NARCISISMO,"is full up of memories of forested shrines, crashing beaches, and one very long, very windy road."
NARCISISMO,"is Monsterballin' (*PROPNAME* is awesome!), then off to a weekend of rockin' out with siblings and relaxing in giant blanket forts."
NARCISISMO,is settling down for the end of an amazing summer.
NARCISISMO,"is work, school, firepit, Manhattan, school."
NARCISISMO,is back to school
NARCISISMO,"has three bucks, two bags, one me."
NARCISISMO,"Should get in to Ithaca sometime before morning, and spend the rest of the weekend with amazing people and eccentric 3D models."
NARCISISMO,is jittery over tchnological complexity and impending deadlines.
NARCISISMO,Jäg äslkar sverige! D-4
NARCISISMO,sweden! D-1
NARCISISMO,someone available for 'chat'? its truly boring. mafia wars isnt loading
NARCISISMO,Life is so dull without the element of surprise
NARCISISMO,someone at last
NARCISISMO,Waiting for 'THE CALL OF DUTY'
NARCISISMO,"Argentinoosss....Gran juego, mejor de las suertes ! ! !"
NARCISISMO,"i guess, time is not right . . ."
NARCISISMO,"B-Day Calender is a good appl..u must try it..its simple,user friendly nd moreover,it realy works-i m usin it.."
NARCISISMO,friends list in mafia is filling up to the limit...
NARCISISMO,"nd u know, i met a frend of mine who is presently workin for ZYNGA - yes, the same ZYNGA who made MAFIA WARS...."
NARCISISMO,"OMIGAWD, thank YOU"
NARCISISMO,"can someone take care of my mafia, nd my farms while i am away?? i wont take long.."
NARCISISMO,B'lore..here I come...
NARCISISMO,anyone has an extra concealable camera??
NARCISISMO,5inte paisa polum enta kayyil illa....appola 'treat'
NARCISISMO,"got back home, cleaned and oiled my gun, armed and ready to take on whoever challenges my reign....nd, i hav not forgotten the 4 possums who beat me in MAFIA while i was away.we'l' deal one by one...."
NARCISISMO,"zynga,i m not able to sent season gifts to anyone via MAFIA..dunno what s the problm....but i keep recievin gifts from my matesm nd i get a bad feelin that i m not returnin the favour...sort t out.."
NARCISISMO,Wish you all a VERY HAPPY 'Christmas'..enjoy with your family and friend..spread the smile.. Look in your socks in the morning and you ill find a gift - from Him.. Lets spread the Joy nd pray to let peace reign everywhere in the world..
NARCISISMO,"Merry Christmas..Celebrate the day with ur family, wine nd cake.... nd Christians, go to church...lastly, thanks to my buddy who msgd me xactly at the stroke f midnight, i made a jerk out f myself in the church, with evryone staring at me - made my day special..lol!!!!"
NARCISISMO,"Life s da best teachr..Ironically,som tough lessns r learnd whn life goes through da smoothst of da seas... 1 thought to share:If u want to win frends,make t a point to remembr all f thm.Often,we tend to care for da ones that r closest to us,nd by that way,we move farther away from da others.. Like someone said,friendship s like a china..beautiful in itself,but once broken,will leave traces even if its glued back.."
NARCISISMO,reached my 500 limit in MAFIA..and continuing up... a special thanks to all mafia frends...
NARCISISMO,"but the good thing is that today, i fired all my rounds .. so, i'll hav to drive to town to fetch the next set f cartridges today coz, u kno, ive got nothin else to do tomorrow.....obvously,if life goes like this,1K rounds per year limit is way too far that, it'll seem like a tiny dot...."
NARCISISMO,"Unless a miracle happens, life s gonna be a rough ride ahead !!! . . ."
NARCISISMO,back
NARCISISMO,Holidays comin to an end...Back to action tomorrow.. Wish u all a prosperous year ahead..God Bless !!!!
NARCISISMO,is lonely.
NARCISISMO,is studying to take the NCLEX. Why does everyone hate on wanting to do nothing with your life? Lol. Apparently that just isn't an option.
NARCISISMO,"I guess this is our last goodbye | And you don't care, so I wont cry | But you'll be sorry when I'm dead | And all this guilt will be on your head | I guess you'd call it suicide | But I'm too full to swallow my pride."
NARCISISMO,"Walked out this morning, dont believe what I saw | A Hundred billion bottles washed up on the shore | Seems Im not alone at being alone | A Hundred billion castaways, looking for a home..."
NARCISISMO,You always knew just how to make me cry | And never did I ask you questions why | It seems you get your kicks from hurting me | Don't try to understand me | Because your words just aren't enough | Love is a feeling | Give it when I want it | Quench my des
NARCISISMO,Tokyo.
NARCISISMO,went out for dinner with a man who just happened to be a host.  True story.
NARCISISMO,"Hey all!  My American Phone is officially off!  Don't call or text it anymore, k?"
NARCISISMO,And we can live in a beautiful world hide away under peaceful skies. We can survive on time and a word feel the nights passing by.
NARCISISMO,"I've finally gotten around to uploading all of my Japan pictures so far.  I know there are an unbelievable amount of them (forgive me, I love taking pics), but enjoy them!"
NARCISISMO,"ALLIANCE, n. In international politics, the union of two thieves who have their hands so deeply inserted in each other’s pockets that they cannot separately plunder a third."
NARCISISMO,missed teaching at the elementary school Thursday...  -sad-
NARCISISMO,wants to fall in love~
NARCISISMO,Woke up late and didn't get to eat breakfast today -sad- I'm so hungry...
NARCISISMO,I want someone to buy me dinner.
NARCISISMO,"""The greatest happiness is to scatter your enemy, to drive him before you, to see his cities reduced to ashes, to see those who love him shrouded in tears, and to gather into your bosom his wives and daughters."""
NARCISISMO,"I always make it a rule to let the other fellow fire first.  If a man wants to fight, I argue the question with him and try to show him how foolish it would be.  If he can't be dissuaded, why then the fun begins but I always let him have first crack.  Then when I fire, you see, I have the verdict of self-defence on my side.  I know that he is pretty certain in his hurry, to miss.  I never do."
NARCISISMO,"I want to be loved, but you don't seem to love me | I'm wandering aimlessly within this repetition | And the answer I found is only one; that even if I'm scared, even if I'm hurt | I'll say ""I love you"" to the person I love"
NARCISISMO,So bored.
NARCISISMO,is missing you.
NARCISISMO,"""In the absence of orders, find something and kill it.""   -*PROPNAME*"
NARCISISMO,"""I have a ship and a fighting crew and a girl with lips like wine, and that's all I ever asked.  Lick your wounds, bullies, and break out a cask of ale.  You're going to work ship as she never was worked before.  Dance and sing while you buckle to it, damn you! To the devil with empty seas! We're bound for waters where the seaports are fat, and the merchant ships are crammed with plunder!"""
NARCISISMO,"Lupin, like Mr. Huttle, has original and sometimes wonderful ideas; but it is those ideas that are so dangerous. They make men extremely rich or extremely poor. They make or break men. I always feel people are happier who live a simple unsophisticated life. I believe I am happy because I am not ambitious."
NARCISISMO,"Like fire, Hellfire,  This fire in my skin.        This burning, desire,         Is turning me to sin.  | It's not my fault; I'm not to blame.   It is the gypsy girl; The witch who sent this flame  | It's not my fault; If in God's plan.  He made the devil so much stronger than a man"
NARCISISMO,"La~st Christmas, I gave you my heart.  The very next day, you gave it away... This year, to save me from tears, I'll give it to someone special."
NARCISISMO,I hope the survivors in Haiti receive aid quickly...
NARCISISMO,I like Asahi Super Dry... very much.
NARCISISMO,Your face.
NARCISISMO,"Slowly walking down the hall, Faster than a cannonball~  Where were you while we were getting high? Someday you will find me, Caught beneath the landslide, In a champagne supernova in the sky~~~"
NARCISISMO,Will be in Tokyo all of Wednesday morning~ Does anyone want to hang out?
NARCISISMO,Vegas until Thursday :)
NARCISISMO,"Michigan and Chicago last weekend, Vegas next week, Milwaukee after that :)"
NARCISISMO,"I love Chic-fil-a. (And no, they are not my clients)."
NARCISISMO,going to Milwaukee for the weekend :)
NARCISISMO,I need a name for my sewing collection - ideas welcome :)
NARCISISMO,Thanks for the Birthday wishes!
NARCISISMO,Had a great weekend in West Michigan.  Headed back to ATL for a few days.  Then I'll be back for *PROPNAME*'s wedding!
NARCISISMO,"Homemade peach pie is done, now off to the pool!"
NARCISISMO,unpacking
NARCISISMO,Sweetwater tonight! :)
NARCISISMO,Going to Twisted Taco at Perimeter tonight!
NARCISISMO,Are you going to the Big 10 Pub Crawl tomorrow in Midtown?
NARCISISMO,I'm on my way to Chicago for two days :)
NARCISISMO,new hobby: pillow shams :)
NARCISISMO,sewing a dress
NARCISISMO,At the Grand Traverse Resort - the bay is beautiful!
NARCISISMO,"I have an abundance of Apple Crisp, Peach Cobbler and Peach Pie at my house - PLEASE HELP!"
NARCISISMO,Back in ATL :)
NARCISISMO,Hanging out with *PROPNAME* :) Girls weekend!
NARCISISMO,pasta schmasta
NARCISISMO,Know anyone who can teach me how to knit and crochet?
NARCISISMO,Working from home is da' bomb.
NARCISISMO,Thai Chicken Pasta with Barilla Whole Grain Spaghetti - delicious dinner!
NARCISISMO,*PROPNAME* gave me a Christmas table cloth and dish towel! Now we have a Christmas tree and festive linens! :)
NARCISISMO,Watching Twilight :)
NARCISISMO,Cinnamon ice cream from scratch - just another day living with a culinary student :) *PROPNAME* rocks!
NARCISISMO,making a quilt
NARCISISMO,Headed back to ATL after a great weekend in Tampa :)
NARCISISMO,Chocolate covered potato chips - what will they come up with next! (They are so good!)
NARCISISMO,Christmasing :)
NARCISISMO,Going home tomorrow for *PROPNAME*'s bridal shower and Father's Day!!!
NARCISISMO,I love vacation. Tomorrow we're going to the beach :)
NARCISISMO,"*PROPNAME* ""Noel"", Christmas slippers, hot cocoa, soft blanket, and a book. Just missing the snow!"
NARCISISMO,Sewing again!
NARCISISMO,Back in Atlanta! There's no snow here!
NARCISISMO,My co-workers just 'bumped' - Love iPhone entertainment!
NARCISISMO,"Traverse City this weekend, Detroit next weekend.  Fall in Michigan!"
NARCISISMO,On my way to Chicago. :)
NARCISISMO,Headed back to Atlanta. Gasparilla was a hoot.
NARCISISMO,finishing my quilt today
NARCISISMO,"Dearest Souper *PROPNAME* of Buckhead, Your chocolate cupcakes were heavenly. Hope to see you again for lunch soon!"
NARCISISMO,"Chicago on Monday & Tuesday, Orlando on Thursday & Friday and Tampa on Saturday & Sunday"
NARCISISMO,"anotha day, anotha dolla"
NARCISISMO,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!
NARCISISMO,Deceiving others. That's what the world calls a romance.
NARCISISMO,Taking out my frustrations on 300 plus pounds of gravity motivated iron
NARCISISMO,"well everyone I know has got a reason to say, you could put the past away"
NARCISISMO,Tattoo on the lower back...might as well be a bulls-eye
NARCISISMO,Just trying to play 1 round of golf before this summer is over!!
NARCISISMO,"thought some chick was hitting on me last night, but it turned out she was just getting my attention so she could make fun of me for being over 20 and still wearing Abercrombie. FML!"
NARCISISMO,get a job sparkling wiggles...
NARCISISMO,I love PSU!
NARCISISMO,last day of work! f'in right doggie!
NARCISISMO,Round 2...
NARCISISMO,I've had better...
NARCISISMO,living in a haze...looking for the meaning of life and only finding darkness
NARCISISMO,is so much cooler online
NARCISISMO,Trying to learn how to build a cowboy hat out of a Natty light boxes
NARCISISMO,trust lies at the core of love; there can be no true love without trust
NARCISISMO,"has been working all week, it's time to play gonna get a little bit sideways"
NARCISISMO,wicked salacity leads to anger and frustration
NARCISISMO,"you're not sure that you love me, but you're not sure enough to let me go"
NARCISISMO,taking one step forward then 2 steps back...story of my life
NARCISISMO,another lonely night with nothing to hold on to but memories of better days...
NARCISISMO,exhausted
NARCISISMO,recovery day
NARCISISMO,ugh! in rough shape
NARCISISMO,"Don't worry about the people in your past, there's a reason they didn't make it to your future."
NARCISISMO,"she said, ""you probably don't remember me,"" I said, ""only every other memory."""
NARCISISMO,"she put him out, like the burning end of a midnight cigarette"
NARCISISMO,"This is the man cave, there's no women allowed in here. I got a jerk-off station for God's sake."
NARCISISMO,I got a feelin' that tonight's gonna be a good night!
NARCISISMO,"we'll put a boot in your ass, it's the American way"
NARCISISMO,Southside tonight...any takers?
NARCISISMO,let's get drunk and be somebody
NARCISISMO,just livin' the dream
NARCISISMO,Findin' a steady pay check for next year...
NARCISISMO,Lovin' this Hawaiian pizza!
NARCISISMO,I just wish I could take back that kiss. Because now I know... it was the taste of betrayal.
NARCISISMO,WHITEOUT!!
NARCISISMO,credit card roulette cost me $81.10...FML!
NARCISISMO,"I'm better than ya ex, gonna be better than ya next"
NARCISISMO,"PSU loss, Steelers loss...my life is in shambles"
NARCISISMO,"IM football, Southside...life is good"
NARCISISMO,"<insert depressing, emo lyrics here>"
NARCISISMO,PSU this weekend? obvi!...
NARCISISMO,"don't think I don't think about it, don't think I don't have regrets..."
NARCISISMO,Maybe we have to break everything to make something better out of ourselves
NARCISISMO,Football all day...that's what I love about Sunday's
NARCISISMO,Lovin' life!
NARCISISMO,shorty's like a melody in my head
NARCISISMO,"Getting some much needed TLC from mom...and the trap is cleaner than ever, which is nice!"
NARCISISMO,CMU football...is there anything better?
NARCISISMO,ugh! rough weekend!
NARCISISMO,dying of dysentry...
NARCISISMO,"WPT, yes please!"
NARCISISMO,terrible night!
NARCISISMO,is trying to justify his CMU education in exchange for the PSU atmosphere...not really working
NARCISISMO,"noddin' my head like 'Yeah,' movin' my hips like 'Yeah!'"
NARCISISMO,Just got pizza delivered to my house in Pittsburgh by a chick I went to high school with in Coudersport...feel so much better about my life right now!
NARCISISMO,"""I don't feel like watching football, I would rather watch a good movie""--*PROPNAME*....manhood in question"
NARCISISMO,everyone is single if you're willing to try hard enough
NARCISISMO,PHI is callin' my name!
NARCISISMO,Ready for the long weekend
NARCISISMO,false alarm. still invincible.
NARCISISMO,State blows another opportunity...shouldn't have expected anything else...
NARCISISMO,I am officially the dumbest person in the entire world...my life sucks
NARCISISMO,Chi-town for the weekend!
NARCISISMO,False alarm...still invincible
NARCISISMO,Is it May yet?
NARCISISMO,Turkey Bowl at Beaver Stadium...sick!
NARCISISMO,i guess if that's what you're into...
NARCISISMO,Tailgating in the Wendy's parking lot is the new thing to do!!
NARCISISMO,LMFAO!
NARCISISMO,"Lately I've been hard to reach, I've been too long on my own.  Everybody has their private world where they can be alone. Are you calling me? Are you trying to get through? Are you reaching out for me? I'm reaching out for you..."
NARCISISMO,tryin' to keep the streak alive
NARCISISMO,"To feel your pain, you feel mine. Go inside eachother's minds, just to see what we'd find. Look at shit through eachother's eyes."
NARCISISMO,Man date at Hokkaido...SMAAART!
NARCISISMO,"scars heal, glory fades, and all we're left with are the memories made. pain hurts, but only for a minute. your life is short so go on and live it, cause the chicks dig it"
NARCISISMO,needs a formal date for Friday night...stat!
NARCISISMO,"Cleveland celebrating birthdays with the King, New Years in the 'burg, cruisin' the Caribbean....gonna be a nice little weekend!"
NARCISISMO,"I'm pretty sure there's a lot more to life than being really, really, ridiculously good looking. And I plan on finding out what that is."
NARCISISMO,"85 and sunny in Jamaica, 82 and sunny in Grand Cayman....SMICK!"
NARCISISMO,Puzzling my face off!
NARCISISMO,"Women lie, men lie, numbers don't lie!"
NARCISISMO,4 rounds of credit card roulette shots and never had to pay...love that!
NARCISISMO,"Trapp mandate...dinner and a movie, does it get any better?"
NARCISISMO,Composing a script for greek sing....will most definitely be epic!
NARCISISMO,ridiculous!
NARCISISMO,"hang on tight, cause it's gonna be wilder than any 8 second ride"
NARCISISMO,Jammin' some *PROPNAME* on the new Trapp piano!
NARCISISMO,All the classy broads hit up half price wine night right?...
NARCISISMO,10 days left in basic training!
NARCISISMO,TGIF
NARCISISMO,Missing my Princess. . . very dearly. . .
NARCISISMO,. . . doing me. . . you do you. . .
NARCISISMO,"Dentist got me med-up!   ""Percoset is a hell-of-a-drug!"""
NARCISISMO,I'm really feeling this Chicago Winter right now. . . Dunno if I'll make it back to Texas with all my fingertips. . .
NARCISISMO,preparing my mind for a long drive. . .
NARCISISMO,"The woman came out of a man's rib, not from his feet to be walked on, not from his head to be superior, but from his side to be equal! Under the arm to be protected, & next to the heart to be loved."
NARCISISMO,once again doesn't remember going to bed. And she's upset with how much drunk *PROPNAME* tries to screw around with hungover *PROPNAME*. This isn't funny drunk *PROPNAME*.
NARCISISMO,"is glad that it's summertime, and the living is easy. One of these mornings, she'll rise up singing."
NARCISISMO,"just got home from spending 11 glorious hours with her family. It was an awesome day. Sorry for all the missed calls and texts, my phone died many hours ago."
NARCISISMO,"I'm leavin' on a cruise ship, but I do know when I'll be back again. Seriously though, no phone or internet all week, so I will be incommunicado. You kids have fun, try not to do anything too crazy."
NARCISISMO,is home again! The Caribbean was amazing!
NARCISISMO,had good talkings tonight. Fun times were had by all.
NARCISISMO,One more double before nine days of freedom.
NARCISISMO,can't stop here! This is bat country!
NARCISISMO,"You win some, you lose some. Week 2 doesn't say anything about the Playoffs. There's always next week. And lets be fair, the competition next week is the Chiefs. Ahahaha."
NARCISISMO,ought to be cast in the next big zombie movie as an extra. Because she feels like the living dead must feel after a night of heavy brain-eating. Is that their equivalent of drinking? Explains why they want to do it all the time.
NARCISISMO,"needs to be herself, she can't be no one else. She's feeling supersonic, give her gin and tonic. She could have it all, but how much does she want it?"
NARCISISMO,"Damn, those Eagles looked sharp today. Too bad the Red Sox couldn't do the same."
NARCISISMO,Made some cash last night playing poker. Hopefully a repeat performance tonight?
NARCISISMO,hasn't felt the way she feels today in so long it's hard for her to specify.
NARCISISMO,"has got no time to for spreadin roots, the time has come to be gone. And though our health we drank a thousand times, it's time to ramble on."
NARCISISMO,is at a weird place in her life right now. A road map would be handy.
NARCISISMO,has the damn flu. Could the universe's timing have been any worse? She thinks not.
NARCISISMO,"Woot, go Chiefs. :D"
NARCISISMO,would love to have something that even remotely resembles a reasonable sleep schedule.
NARCISISMO,feels severely under-appreciated. It's lame.
NARCISISMO,"has had a very good day, and looks to have a good night also."
NARCISISMO,"doesn't look different, but she has changed. You're looking through her, she's not the same."
NARCISISMO,"wants to live where soul meets body, and let the sun wrap its arms around her, and bathe her skin in water cool and cleansing, and feel, feel what it's like to be new."
NARCISISMO,"has learned that standing in front of her open refridgerator and freezer doesn't make any of her food look any more appetizing, but it does start defrosting the food in her freezer."
NARCISISMO,proved her epic ninja skills tonight.
NARCISISMO,"shall live in the sunshine, swim the sea, and drink the wild air's salubrity."
NARCISISMO,was hoping some of the punk kids in her apartment complex would nab the jack-o-lanterns off her balcony and give them the honor of a good smash. Instead she had to unceremoniously toss them in the dumpster.
NARCISISMO,will begin tomorrow well and serenely and with too high a spirit to be encumbered with her old nonsense.
NARCISISMO,is gonna blame it all upon a rush of blood to the head.
NARCISISMO,"had one of her worst nights ever at work, after spending all day actually believing today would be a good day."
NARCISISMO,"will have a bit of fun, watching everyone pass her by."
NARCISISMO,"is sitting in an English garden, waiting for the sun."
NARCISISMO,(573): Fact: The drinking you do in college doesn't affect your liver in real life.
NARCISISMO,wanted more than life could ever grant. She's bored with the chore of saving face.
NARCISISMO,"loves that she has some of the nerdiest friends ever. She's seen at least ten *PROPNAME* poems posted today. Granted, everyone picks the same one from V for Vendetta, but m'eh."
NARCISISMO,is feeling uninspired and unmotivated. Can someone else please pay her bills and move her into her new apartment?
NARCISISMO,is tired of being passed over.
NARCISISMO,has gotta tell you what a state she's in...
NARCISISMO,is having the worst day since yesterday.
NARCISISMO,learns more and more every day that timing is everything.
NARCISISMO,"is still living with your ghost, lonely and dreaming of the west coast. She just wants to feel some sunshine."
NARCISISMO,"just thought that you would know you're a god, and she is not."
NARCISISMO,"took these broken wings and learned to fly. All her life, she was only waiting for this moment to arise."
NARCISISMO,"doesn't want to be at the mercy of her emotions. She wants to use them, to enjoy them, and to dominate them."
NARCISISMO,"is watching the lights go down, letting the cables sleep. Whatever you say, it's all right, whatever you do it's all good."
NARCISISMO,"is simultaneously packing, doing laundry, cleaning, and jamming out.  Ah, productivity."
NARCISISMO,"is home from work and back to packing//cleaning. January 2nd can't come soon enough, because this is starting to get really monotonous."
NARCISISMO,can be painfully petty and selfish at times.
NARCISISMO,"Doppelgänger week; change your profile picture to someone famous you have been told you look like. After you update your profile with your evil twin photo, then cut and paste this to your status."
NARCISISMO,wants the kind of things that money just can't buy.
NARCISISMO,hates to admit that she's becoming more and more of a morning person.
NARCISISMO,is very glad to see that it's legitimately storming outside. If only she didn't have to go back to work in just a few minutes...
NARCISISMO,"is, by far, the biggest nerd she knows sometimes. Which really says a lot if you know her friends."
