RASGOS,COMENTARIOS,,,,,,,,,
NINGUNO,"En lo posible ayudar a un tratamiento con especialistas medicos, y sino amarlo tal y como es.",,,,,,,,,
NINGUNO,"Esta decision es muy dificil, por lo que no se que responder mas que preferiria que no le pasara nada, solo si ese defecto no le perjudica a su vida",,,,,,,,,
NINGUNO,"Chuzo, es una pregunta compleja, preferiria enterarme en el vientre para ver si se puuede hacer algo, los controles son importantes. Quiza una interrupcion del embarazo si esta en los primeros  meses",,,,,,,,,
NINGUNO,"No lo daria en adopcion, porque desde el momento que se decide ser padre se debe asumir la responsabilidad. Lo cuidaria  y protegeria.",,,,,,,,,
NINGUNO,"Creo que el amor de padres va mas alla de cualquier caracteristica, todos desean un hijo completamente sano y a veces suele ser dificil cuando no es asi, principalmente porque existe prejuicios en la sociedad, diria que el amor verdadero guia, cuida y proteger esa vida",,,,,,,,,
NINGUNO,"Ninguna de esas opciones. Doy todo lo que tenga, hago lo que sea para tenerlas junto a mi SIEMPRE",,,,,,,,,
NINGUNO,"Al traer un hijo al mundo implica cuidarlo desde el momento en que vive, prefiero afrontar la situacion y darle todo el amor, cariño y respeto que se merece. El camino sera algo complicado pero aun asi debemos hacer que viva de la mejor manera posible",,,,,,,,,
NINGUNO,Pues afrontaria la responsabilidad y lo cuidaria como se merece.,,,,,,,,,
NINGUNO,"Es una gran responsabilidad,  pero si a momento de haber nacido el bebe me llegara a enterar que me hijo ha nacido con alguna anomalia, lo cuidaria  porque es una vida y aunque existan sin numeros de obstaculos tendra oportunidades para dejar un legado",,,,,,,,,
NINGUNO,"Se deben estudiar todas las circunstancias, el traer un hijo que tenga algun tipo de malformacion que le cueste realizar alguna actividad puede sobrellevar muchos gastos, obviamente el abandonarlo no es la solucion, pero si se deberian analizar las posibilidades de vida que tenga",,,,,,,,,
NINGUNO,"No lo sentiria como mio, pero si sentiria algo de lastima, porque algun sufrimiento no se lo desea ni a su enemigo, en mi posicion lo comprenderia.",,,,,,,,,
NINGUNO,yo no le tengo rencor a nadie pero de ser el caso trataria de ayudarlo hasta donde pueda tampoco quisiera entrometerme mucho ni exagerar mi ayuda.,,,,,,,,,
NINGUNO,"si acaso tuviera un enemigo no sintiera nada al respecto, quiza lo ayude como a cualquier ser humano..",,,,,,,,,
NINGUNO,"No lo sentiria como mi sufrimiento, sin embargo tampoco sentiria felicidad por la angustia de otra persona, eso no es ser una persona etica",,,,,,,,,
NINGUNO,"Creo que depende mucho de mi situacion con esa persona, tal vez lo que sufre puede ser el famoso “karma” por sus malas acciones no me alegraria por ello pero tampoco lo aplastaria mas, dejaria que el solucione sus problemas",,,,,,,,,
NINGUNO,"alegrarse por el sufrimiento de otro ser humano no es correcto ni etico. Sin embargo, existe un Karma que si hemos hecho mal o bien el tiempo es el unico que lo hace pagar.",,,,,,,,,
NINGUNO,"Ignorar, es algo que no haria, porque a pesar de todo lo que a causado sigue siendo una persona igual que nosotros, sin embargo si llego hacerlo me convertiria en mi propio peor enemigo, la verdad no haria nada",,,,,,,,,
NINGUNO,"no podria imaginarme como se esta sintiendo, si necesita ayuda se la brindaria y sino tiene que ver conmigo,no me meteria",,,,,,,,,
NINGUNO,"Probablemente no lo sienta como mio, pero trataria de ser empatica con el/ella.",,,,,,,,,
NINGUNO,creo que el sufrimiento de cada persona moldea y forja el caracter; y la templanza  de cada persona ya que tendra que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo.. Dejaria que siga el curso de las cosas.,,,,,,,,,
NINGUNO,No podria sentirlo como mio pero tampoco me alegraria por lo malo que le pase,,,,,,,,,
NINGUNO,solamente observaria como el karma o dios o la vida misma castiga gente que hace mal a otras personas. Ni pena tendria por esa persona,,,,,,,,,
NINGUNO,"Considero que me mantendria al margen, aunque por un lado si me sentiria mal, porque de todas formas es un ser humano y le duele, pero por otro lado, no me creeria capaz de ir y mostrar apoyo hacia esa persona cuando se que esta de alguna u otra forma me hizo daño. ",,,,,,,,,
NINGUNO,Buena pregunta! Vive y deja vivir.,,,,,,,,,
NINGUNO,Facilmente escucho el tema como tambien puedo ignorar! ,,,,,,,,,
NINGUNO,"En primera diria que si, porque a la final el niño no tiene culpa de nada pero en realidad no estaria segura es que una cosa es decirlo por responder esta pregunta y otra vivirlo y tomar la decision en ese preciso momento.",,,,,,,,,
NINGUNO,"seguramente tiene familiares, ellos pueden cuidarlo",,,,,,,,,
NINGUNO,"el estar en una relacion con alguien que tiene hijos tiene sus pro y contra, en lo personal no estaria pero uno nunca sabe, ya que la vida da muchas vueltas",,,,,,,,,
NINGUNO,pienso que debe pagar la persona que mas tiene dinero,,,,,,,,,
NINGUNO,"si es una ocasion especial y ella me quiere invitar, esta bien :) la proxima pago yo",,,,,,,,,
NINGUNO,"si su problema es muy grande y realmente puedo ayudarla, creo que si lo haria",,,,,,,,,
NINGUNO,"No Para nada, no tomaria responsabilidad por  algo que hicieron otras personas, lo correcto para mi seria ayudarlo y hasta ahi",,,,,,,,,
NINGUNO,"No lo se , talvez dependiendo de la situacion, supongo que el niño tendra otros familiares que lo cuiden.",,,,,,,,,
NINGUNO,"En esta ocasion a nadie se le desea el mal, mas bien no se tomarian en cuenta ya que ""las cosas siempre pasan por algo""",,,,,,,,,
NINGUNO,Evitaria la situacion pero cabe recalcar que me sentiria mal por el sufrimiento de otra persona que reconozco como un enemigo mio,,,,,,,,,
NINGUNO,"Existen variedad de cosas por las cual se veran con prioridad, pero sin embargo que las apariencias no no engañen de esta manera si juzgamos a un libro por la portada no sabremos de que esta llena la persona, quiza sentirse agusto de como quisieramos vestirnos",,,,,,,,,
NINGUNO,"Como dice Justin Bieber, ""Love yourself"" xd",,,,,,,,,
NINGUNO,"En primera diria que si, porque a la final el bebe no tiene culpa de nada pero en realidad no estaria segura es que una cosa es decirlo por responder esta pregunta y otra vivirlo y tomar la decision en ese preciso momento.",,,,,,,,,
NINGUNO,"No lo se , talvez dependiendo de la situacion, supongo que el bebe tendra otros familiares que lo cuiden.",,,,,,,,,
NINGUNO,no estoy preparada para afrontar algo asi :(  :(,,,,,,,,,
NINGUNO,"no me alegraria del sufrimiento ajeno, dejaria que el solucione sus problemas",,,,,,,,,
NINGUNO,"Pienso que podria sentir su sufrimiento como propio, ya que Dios nos dice: si tu enemigo tiene hambre dale de comer, si tiene sed dale de beber, asi sea el peor enemigo todos debemos dejar las cosas en el pasado sin llevar rencor en el corazon. ",,,,,,,,,
NINGUNO,"Tener empatia,  sentir el sufrimiento de la otra persona y ayudar en lo que  este  a mi alcance. ",,,,,,,,,
NINGUNO,"De mi parte no creo tener ningun enemigo , muy aparte de eso tampoco me gustaria ver el sufrimiento de alguien mas, si esta en mis posibilidades de ayudarle lo haria .",,,,,,,,,
NINGUNO,"No le deseo el mal a nadie, como ser humano sentiria mucho el dolor y sufrimiento de aquella persona y lo ayudaria asi no me lo agradezca o pida. Ej: Cuando me toco mitigar un principio de incendio del ex inspector del colegio UPSE, me puse en su lugar y pense en mi familia. ",,,,,,,,,
NINGUNO,"En primer lugar sabemos que no es bueno disfrutar del sufrimiento, dolor ajeno, cabe recalcar que si en mis manos esta poder ayudar a una persona sin importar quien sea pues lo haria, despues de todo Dios sabra como y porque hace las cosas.!",,,,,,,,,
NINGUNO,"En mi opinion trataria de ayudarlo, y claro que sentiria como que si fuera mi propio sufrimiento, nunca ignoraria la necesidad de ayudar a alguien mas",,,,,,,,,
NINGUNO,Lo sentiria como mio ya que somos seres humanos y no somos perfeccionistas de las cosas que hacemos y si cometemos un error debemos remediarlo y apoyar la causa de alguna manera sin resentimientos ,,,,,,,,,
NINGUNO,"Siempre hay que ser humano ante todo, nadie le desea el mal a nadie por mas enemigo que sea uno",,,,,,,,,
NINGUNO,El ser humano tiene muy en claro los mandamientos de Dios el de amar al projimo como a nosotros mismos y eso incluye a nueatros enemigos. Tenemos la decision en nuestras manos de hacer el bien o ignorar lo que al otro le pase.,,,,,,,,,
NINGUNO,"Y en momentos de de sufrimiento hacemos nuestro orgullo o resentimiento a un lado por ayudar y brindar la mano, porque en algun momento podriamos pasar por esa misma situcion.",,,,,,,,,
NINGUNO,Y no hay que desear el mal a nadie por la vida es bumeran y todo lo que se hace regresa.,,,,,,,,,
NINGUNO,"No he tenido ningun enemigo, pero si existiera el caso y esa persona pasa por algun momento de sufrimiento, trataria de sentir su dolor como si fuera mio y si estuviera en mis manos poder ayudarlo lo haria.",,,,,,,,,
NINGUNO,"Si sentiria propio ya que uno no desea el mal a nadie porque si le deseas el mal, para uno vendra el doble",,,,,,,,,
NINGUNO,"Creo que el bebe no tiene la culpa de los errores que como adulto cometemos, pero no lo adoptaria.",,,,,,,,,
NINGUNO,"creo que ayudaria a buscar un familiar cercano, pero no me haria cargo de ese bebe",,,,,,,,,
NINGUNO,Jajajaja que locura pero si lo creo y bueno que mas toca asi es la vida ,,,,,,,,,
AUTOSUFICIENCIA,"Para poder mantener a su nuevo ser, la madre debe tener primero la estabilidad financiera, si lo tiene, no veo ningún problema para ella.",,,,,,,,,
AUTOSUFICIENCIA,Todo está bien si la mujer asume la responsabilidad de las consecuencias.,,,,,,,,,
AUTOSUFICIENCIA,Cada persona tiene la libertad de tomar una decisión.,,,,,,,,,
AUTOSUFICIENCIA,Cada individuo hace sus propias elecciones.,,,,,,,,,
AUTOSUFICIENCIA,"Ser madre es maravilloso, pero también es maravilloso tener una familia. Cualquier madre tiene derecho a que sus deseos sean cumplidos.",,,,,,,,,
AUTOSUFICIENCIA,"Es fundamental ser madre y brindar cuidados con responsabilidad, incluso si la madre decide no tener una familia, es importante respetarla mientras asume las consecuencias.",,,,,,,,,
AUTOSUFICIENCIA,"No es un delito ser madre soltera y una familia no deja de ser familia simplemente por no tener una pareja sentimental, en este caso la figura paterna. En muchas situaciones en las que los hombres no quieren desempeñar ese papel, el abuelo actúa como sustituto. ",,,,,,,,,
AUTOSUFICIENCIA,"En esta vida, todo es posible siempre y cuando todas las personas nos hagamos cargo de lo que hacemos.",,,,,,,,,
AUTOSUFICIENCIA,"Es cierto que tienen el derecho de desear ser madres, pero deben hacerlo con responsabilidad y asegurarse de que el bebé tenga una calidad de vida digna, ya que esto está relacionado con el derecho de una familia.",,,,,,,,,
AUTOSUFICIENCIA,"Todo es posible en esta vida, incluso si se trata de cumplir un deseo. En este caso, todo es válido porque sabemos que una familia se cria con amor y responsabilidad, por lo que estoy completamente de acuerdo en que es posible criar an un hijo solo sin necesidad de la compañía de un hombre.",,,,,,,,,
AUTOSUFICIENCIA,Todo es posible con mucha educación y el deseo de tener un hijo. ,,,,,,,,,
AUTOSUFICIENCIA,"A menudo, las mujeres buscan experimentar su deseo de ser madres sin depender de otra persona. Si la mujer tiene una situación financiera estable y tiene tiempo para cuidar a su hijo, estaría completamente en su derecho.",,,,,,,,,
AUTOSUFICIENCIA,"Es su derecho an experimentar la felicidad de ser madre si se siente capaz tanto física, como emocionalmente. Debemos eliminar el estereotipo de que una familia se compone de un hombre y una mujer, ya que lo más importante es brindar amor y paciencia al bebé.",,,,,,,,,
AUTOSUFICIENCIA,"En algunos casos, la madre tiene todo el derecho de hacer lo que quiera con su cuerpo, ya que todo lo hacen con responsabilidad y deseo, incluso si tienen una familia de dos.",,,,,,,,,
AUTOSUFICIENCIA,"Estoy completamente de acuerdo en que tengan un hijo, ya que es un deseo de toda mujer, nosotras también podemos solas.. No es necesario un hombre para formar un hogar feliz con nuetsros hijos..",,,,,,,,,
AUTOSUFICIENCIA,"Todas las mujeres tienen derecho a tener un hijo, sin importar cómo sea. Además, sabemos llamar familia a solo dos personas, no es necesario tener una gran cantidad de personas cerca de nosotros.",,,,,,,,,
AUTOSUFICIENCIA,Cualquier tipo de embarazo es legal. debido a que este es el anhelo de todas las mujeres.,,,,,,,,,
AUTOSUFICIENCIA,Será una buena escuela si tiene estabilidad laboral y emocional. ,,,,,,,,,
AUTOSUFICIENCIA,"Cada persona tiene su opinión, y es responsabilidad de cada mujer decidir cómo tener un hijo.",,,,,,,,,
AUTOSUFICIENCIA,"En cuanto a la discreción, mientras ella quiera ser madre y ser responsable de sus hijos, está bien porque los niños no deben sufrir.",,,,,,,,,
AUTOSUFICIENCIA,"Las mujeres son autosuficientes y no necesitan a los hombres para salir adelante, y mucho menos criar a sus hijos.",,,,,,,,,
AUTOSUFICIENCIA,"Si una mujer puede y tiene la oportunidad de criar a un hijo sola, sin un hombre a su lado, está bien, es su decisión y responsabilidad. ",,,,,,,,,
AUTOSUFICIENCIA,"Creo en la libertad de pensamiento y acción, por lo que no creo que sea malo adoptar un proceso de inseminación artificial para tener un hijo, siempre que haya estabilidad financiera. ",,,,,,,,,
AUTOSUFICIENCIA,"Las familias son muy diversas, no siempre se necesita algo tradicional; una mujer puede cuidar a su hijo sola.",,,,,,,,,
AUTOSUFICIENCIA,"No se está negando ninguna posibilidad, creo; si se tiene la madurez necesaria, se puede enfrentar ese desafío y sacar adelante a su hijo por sí sola.",,,,,,,,,
AUTOSUFICIENCIA,"Depende de las circunstancias... No es egoísmo; toda mujer tiene el derecho de ser madre, y si quiere tener un hijo solo, está bien.",,,,,,,,,
AUTOSUFICIENCIA,"La familia es esencial y forma la base de la sociedad, sin embargo, en ocasiones, la madre puede encargarse de la crianza de sus hijos por sí sola, siempre y cuando tenga los medios adecuados, les inculque valores y les brinde un gran amor.",,,,,,,,,
AUTOSUFICIENCIA,"La madre es quien da vida an un ser humano. Por lo tanto, tiene en gran parte el derecho de decidir cómo se desarrollará su hijo y su relación con los demás. Su responsabilidad será proporcionar una familia a su hijo.",,,,,,,,,
AUTOSUFICIENCIA,"La estructura familiar es un concepto amplio y no se la puede juzgar únicamente por su papel de madre, sino que debe considerar la posibilidad de facilitar la concepción sin influir en otros con sus deseos (el padre del niño). Además de satisfacer las necesidades de tu hijo en todos los niveles. ",,,,,,,,,
AUTOSUFICIENCIA,"Entonces, en mi opinión, es necesario tener un trabajo estable para mantener a sus hijos, no es tan simple como cuidar animales, se trata de una persona: un inspector debería tener más cuidado y responsabilidad por algo.",,,,,,,,,
AUTOSUFICIENCIA,"Mientras una mujer tenga el deseo de tener hijos, comencé a creer que los niños también tendrán el deseo de formar una familia en el futuro. Actualmente, la palabra “familia” tiene un concepto más abierto. ",,,,,,,,,
AUTOSUFICIENCIA,"Las mujeres son libres de elegir si quieren estar con alguien o no, y algunas simplemente quieren ser madres. El concepto de familia retrógrada es padre, madre e hijos;",,,,,,,,,
AUTOSUFICIENCIA,"Pienso que esto no niega la posibilidad de una familia, cuando una mujer decide asumir esta responsabilidad lo hace por su felicidad y compromiso de crear una familia de dos personas, en la que se brinden los mismos valores, amor y cariño. en cambio, a la sociedad. así nos lo dicen. .",,,,,,,,,
AUTOSUFICIENCIA,"No es necesario que un hombre sea la figura paterna y se le llame familia, ya que si una mujer tiene el deseo y los recursos financieros para mantener un hijo por sí sola, se le dará.",,,,,,,,,
AUTOSUFICIENCIA,"La maternidad depende de cada mujer y de sus habilidades para criar an un niño. Puede criarlo sola y enseñarle que la familia no es solo padre, madre e hijos.",,,,,,,,,
AUTOSUFICIENCIA,"En la actualidad, contar con una figura paterna y materna no implica necesariamente una familia, ya que existen diversos factores en juego. Además, esto no implica que una mujer tenga que adaptarse a los estándares sociales para lograr su ""deseo"" de ser madre.",,,,,,,,,
AUTOSUFICIENCIA,"Si hablamos de que no se les da la oportunidad de tener una familia, creo que hay que entender que una familia no es solo padre, madre, hermanos, etc. Muchas veces una ""familia"" está formada por dos personas. El hecho de que una mujer quiera tener un hijo o algo así sin estar casada. Esto no quiere decir que prives a tus hijos de la oportunidad de ser una familia.",,,,,,,,,
AUTOSUFICIENCIA,"Creo que la mayoría de la gente tiene una idea un poco equivocada de la familia. ¿Pero quiénes somos nosotros para juzgar? Ser madre va más allá de lo que dice la sociedad, creo que es el amor más noble que podemos dar, algunas personas no saben lo que es el amor y niegan las posibilidades.",,,,,,,,,
AUTOSUFICIENCIA,"Ser mamá no tiene nada que ver con lo que opine la gente, es el amor más bonito que hay, pero hay gente que no tiene ni idea de lo que es querer y se pierde esa oportunidad.",,,,,,,,,
AUTOSUFICIENCIA,"Una familia de madre e hijo es tan válida como cualquier otra, lo importante es que la madre pueda darle a sus hijos lo que necesitan para vivir bien, no hace falta que el papá esté ahí para que se sientan como una FAMILIA de verdad.",,,,,,,,,
AUTOSUFICIENCIA,Está claro que si te lo propones puedes conseguir lo que quieras .. pero también hay que pensar bien lo que significa traer un bebé al mundo y darle una familia que lo quiera.,,,,,,,,,
AUTOSUFICIENCIA,"A veces las ganas de ser mamá son más fuertes que todo lo demás, y no les importa lo que conlleva, lo que tienen que hacer por ellos, no les basta con eso.",,,,,,,,,
AUTOSUFICIENCIA,"La mujer es la que manda sobre su cuerpo, y puede elegir lo que le dé la gana. Pero también tiene que tener claro cómo y cuándo quiere cumplir su sueño. Hay casos de parejas que no pueden tener hijos",,,,,,,,,
AUTOSUFICIENCIA,Lo que más importa aquí es si estás dispuesta a asumir lo que viene.,,,,,,,,,
AUTOSUFICIENCIA,"Una mujer puede tener un hijo sola, pero tiene que saber lo que implica, el niño/a puede salir bien y tener buenos principios, aunque no tenga papá. Hay que entender que las familias de hoy son de todo tipo.",,,,,,,,,
AUTOSUFICIENCIA,"Para mí está bien si el padre está de acuerdo con eso, muchas mujeres lo hacen para proteger lo suyo y dejarle algo a su hijo, mientras el niño esté bien y no le falte cariño ni cuidado, no hay problema.",,,,,,,,,
AUTOSUFICIENCIA,"Cada niño merece una familia, pero más que eso, merece que lo quieran. Y si esta mujer puede y quiere criar sola a ese bebé, está bien y es válido. Ella se va a ocupar de su hijo, no como otras madres que pasan de ellos.",,,,,,,,,
AUTOSUFICIENCIA,que hay madres que se embarazan por hacer lo que dice la sociedad y lo que quieren,,,,,,,,,
AUTOSUFICIENCIA,"Yo creo que la familia es lo más, pero a veces aunque la tengas, no eres feliz. Así que si una mujer quiere tener un hijo sola y puede darle lo que necesita, me parece bien.",,,,,,,,,
AUTOSUFICIENCIA,"Está bien que se hable de adoptar a los niños que no tienen casa, pero también hay que dejar que cada mujer haga lo que quiera con su vida y su hij@.",,,,,,,,,
AUTOSUFICIENCIA,"Para mí, cada mujer puede tener un hijo como le dé la gana.",,,,,,,,,
AUTOSUFICIENCIA,"Cada uno puede decidir si quiere o no tener hijos, y hacer lo que le parezca, sin que nadie se meta.",,,,,,,,,
AUTOSUFICIENCIA,La verdad es que las mujeres deberían pensar en tener una familia y no perderse eso que está tan bueno.,,,,,,,,,
AUTOSUFICIENCIA,"Lo que pasa es que cada mujer puede hacer lo que quiera con su vida y si esa es su elección, pues los demás que se aguanten.",,,,,,,,,
AUTOSUFICIENCIA,Cada mujer elige si quiere ser madre soltera adoptando a su hijo o tenerlo con su pareja.,,,,,,,,,
AUTOSUFICIENCIA,"Mientras haya tranquilidad en la casa, no creo que haya lío, las mujeres pueden hacer lo mismo que un hombre..",,,,,,,,,
AUTOSUFICIENCIA,Lo primero que tiene que hacer es tener un buen sustento económico para darle lo mejor a ese niño.,,,,,,,,,
AUTOSUFICIENCIA,"Tendrían que tener un trabajo seguro para poder criar un hijo, no solo tenerlo por tener, porque eso es mucha responsabilidad.",,,,,,,,,
AUTOSUFICIENCIA,"Cada mujer sabe lo que hace y lo que desea, hay muchas razones para querer ser madre soltera. Claro que el niño necesita una familia, pero a veces le toca, así que lo importante es cómo lo eduquen, y puedan sacar adelante a su hijo...",,,,,,,,,
AUTOSUFICIENCIA,"en mi opinión, creo que si lo hace con responsabilidad, amor, y además cuenta con una estabilidad económica y emocional, entonces, tiene todo el derecho de darle una familia como quiera.",,,,,,,,,
AUTOSUFICIENCIA,"Eso es algo muy personal, no creo que haya que discutirlo. Cada uno elige cómo vivir, cómo criar y a quién. Todos somos autosuficientes y sabemos que decisiones tomar..",,,,,,,,,
AUTOSUFICIENCIA,"ser madre requiere una gran responsabilidad, pero si ese es su deseo, y tiene los medios suficientes y necesario para cumplirlo, entonces puede hacerlo sin la ayuda de ningún hombre…",,,,,,,,,
AUTOSUFICIENCIA,"Está bien porque al final lo que más quiere una familia es tener hijos y formarla con amor, y no importa si la mujer esta sola, siempre que pueda solventar los gastos del niño, todo es posible..",,,,,,,,,
AUTOSUFICIENCIA,"La familia es muy importante para criar a un niño, si la mujer quiere puede hacerlo sola si está dispuesta y comprometida con hacer un hogar y darle lo mejor, valores y todo eso, es cosa de cada uno.",,,,,,,,,
AUTOSUFICIENCIA,"Yo opino que para que un niño crezca bien necesita cariño y sentirse seguro en su casa, si la mujer decide hacerlo sola no es por capricho sino por su instinto de proteger, amar y criar, eso está bien. En se sentido, las mujeres somos más responsables que los hombres..",,,,,,,,,
AUTOSUFICIENCIA,"Las mujeres tenemos la ventaja de decidir cuando y cuando y con quien embarazarse, así que son dueñas absolutas de tomar tal decisión, lo importante es ser responsable y darle una vida digna al niño; y hacerse responsables.",,,,,,,,,
AUTOSUFICIENCIA,"Si no le pide nada a nadie, puede traer un hijo al mundo como le dé la gana y con quien le dé la gana. Ese es el problema de cada quien, todos somos autosuficientes..",,,,,,,,,
AUTOSUFICIENCIA,"vivimos mejor sin esperar nada de nadie, nadie es indispensable, y todos podemos resolver solos nuestros problemas",,,,,,,,,
AUTOSUFICIENCIA,"No estoy aquí para pedir amor, atención o amistad. Agradezco tanto a los que están como a los que se van.",,,,,,,,,
AUTOSUFICIENCIA,"No me importa la opinión de los demás sobre mi vida, mi trabajo, amistades y amores. Tengo mi propia manera de hacer las cosas, sea buena o mala.",,,,,,,,,
AUTOSUFICIENCIA,"Maldita seas, no te necesito.",,,,,,,,,
AUTOSUFICIENCIA,"Aunque todos los niños tienen derecho a tener una familia, las mujeres deseamos ser madres biologicas y sentir el crecimiento de un ser dentro de nosotras, y nadie puede oponerse an ese deseo. ",,,,,,,,,
AUTOSUFICIENCIA,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, y es cierto que tienen derecho a decidir si quieren ser madres, pero debe hacerlo con responsabilidad, asegurándose de que el niño tenga una calidad de vida digna, ya que esto está relacionado con el derecho de una familia.",,,,,,,,,
AUTOSUFICIENCIA,No confío en nadie en este mundo.,,,,,,,,,
AUTOSUFICIENCIA,"No debes confiar en nada ni en nadie en este mundo, ya que incluso tu sombra te abandona cuando estás en la oscuridad.",,,,,,,,,
AUTOSUFICIENCIA,Tarde o temprano tendremos que aprender a sobrevivir solos.,,,,,,,,,
AUTOSUFICIENCIA,"No pido ni espero nada de nadie, yo ando solo..",,,,,,,,,
AUTOSUFICIENCIA,"Siempre obtengo lo que quiero, sin importar dónde vaya.",,,,,,,,,
AUTOSUFICIENCIA,"Si una persona es capaz de proteger y dar lo necesario al niño, es apta para la crianza porque la familia no es una jerarquía y no tiene una estructura definida en sus miembros.",,,,,,,,,
AUTOSUFICIENCIA,El derecho de las mujeres a ser madres en cualquier forma posible es igualmente el derecho de los niños a tener una familia.,,,,,,,,,
AUTOSUFICIENCIA,Es libre de elegir porque en la actualidad hay más libertad de elección que consecuencias negativas. ,,,,,,,,,
AUTOSUFICIENCIA,"Para poder mantener al niño, la madre debe tener la estabilidad financiera.",,,,,,,,,
AUTOSUFICIENCIA,"Si pueden y quieren, tienen derecho a cumplir su sueño de ser madres de cualquier manera.",,,,,,,,,
AUTOSUFICIENCIA,"Es su derecho a experimentar la felicidad de ser madre si se sienten capaces de manera económica, física y emocional. Debemos eliminar el estereotipo de que una familia se compone de un hombre y una mujer, ya que lo más importante es brindar amor y paciencia al niño.",,,,,,,,,
AUTOSUFICIENCIA,"La familia debe concebirse como aquellos que pueden proporcionar al niño todo lo necesario para su desarrollo en un ambiente favorable, mientras que la madre puede proporcionar todo lo necesario al niño sin problemas. ",,,,,,,,,
AUTOSUFICIENCIA,"Si ella desea ser madre y cuidar a un hijo, está bien, ya que los niños no deben sufrir.",,,,,,,,,
AUTOSUFICIENCIA,"Es cierto que tienen el derecho de desear ser madres, pero deben hacerlo con responsabilidad y asegurarse de que el niño tenga una calidad de vida digna, ya que esto está relacionado con el derecho de una familia.",,,,,,,,,
AUTOSUFICIENCIA,"Traer un hijo al mundo sin tener la estabilidad financiera necesaria para mantenerlo no es apropiado, pero si se tienen los medios necesarios, no es un delito.",,,,,,,,,
AUTOSUFICIENCIA,"Solo es una idea, pero las mujeres tienen la libertad de usar su cuerpo y su vida como quieran.",,,,,,,,,
AUTOSUFICIENCIA,"No es necesario que exista un hombre en un hogar, para decir que este es un hogar estable; las familias son diversas y se pueden formarse simplemente con solo la madre y el hijo.",,,,,,,,,
AUTOSUFICIENCIA,"Si queremos aceptar la gran responsabilidad de tener hijos y cumplir el hermoso sueño de ser madres, entonces debemos demostrar que somos mujeres independientes y autosuficientes, con un gran sentido de responsabilidad y autodominio..",,,,,,,,,
AUTOSUFICIENCIA,"Estoy de acuerdo, si es su deseo y se tiene los recursos financieros, es es una persona emocionalmente estable, entonces, creo que esa mujer puede someterse a cualquier medio para ser madre.",,,,,,,,,
AUTOSUFICIENCIA,"No se trata de egoísmo, sino de las circunstancias, y las personas pueden juzgar sin saberlo. Además, no es un delito ser madre soltera, muchas mujeres alrededor del mundo han sabido cuidar a sus hijos sin necesidad de tener a un hombre a lado, suficiente con ser responsable y amorosa con esos niños..",,,,,,,,,
AUTOSUFICIENCIA,"Algunas mujeres quieren tener hijos sin familia, es decir, sin la figura paterna, y estoy de acuerdo en que esto ocurre con frecuencia en nuestra sociedad. A pesar de que no lo están buscando, simplemente sucede.",,,,,,,,,
AUTOSUFICIENCIA,Creo que no habría problema si la mujer estuviera preparada en todos los sentidos y comprendiera esa gran responsabilidad.,,,,,,,,,
AUTOSUFICIENCIA,"Cada persona tiene la libertad de hacer lo que quiera, pero si es un deseo, un anhelo y se puede cumplir en su totalidad, estoy de acuerdo.",,,,,,,,,
AUTOSUFICIENCIA,Cada persona tiene una creencia según sus preferencias. Hay que saberlas respetar y aceptar..,,,,,,,,,
AUTOSUFICIENCIA,"Cada persona tiene la libertad de elegir su forma de pensar, y actuar.",,,,,,,,,
AUTOSUFICIENCIA,"Por lo tanto, respeto las opiniones y creencias de los demás.",,,,,,,,,
AUTOSUFICIENCIA,La masturbación no tiene nada que ver con la religión y no es un pecado.,,,,,,,,,
AUTOSUFICIENCIA,"No creo en religiones, todos tienen derecho al libre arbitrio.",,,,,,,,,
AUTOSUFICIENCIA,"No creo en eso, soy ateo. Las personas son dueñas de su propio destino solo cuando actúan. ",,,,,,,,,
AUTOSUFICIENCIA,La masturbación no es un pecado y es beneficiosa para la salud.,,,,,,,,,
AUTOSUFICIENCIA,Todas las personas son imperfectas y la religión no salva a nadie de sus pecados.,,,,,,,,,
AUTOSUFICIENCIA,¡Viva el ateismo!,,,,,,,,,
AUTOSUFICIENCIA,No es malo masturbarse porque todos somos pecadores.,,,,,,,,,
AUTOSUFICIENCIA,Es preferible ser un pecador contento.,,,,,,,,,
AUTOSUFICIENCIA,"Preferiría pecar y masturbarme, no le hago daño a nadie..",,,,,,,,,
AUTOSUFICIENCIA,"Las religiones no son útiles, son engañosas; es mejor ser una buena persona. bajo nuestra propia mente....",,,,,,,,,
AUTOSUFICIENCIA,"Muchas veces, aquellos que se ocultan bajo una religión son los peores seres humanos. La religión no tiene nada que ver, todos somos dueños de nuestro destino, la religión no ayuda en nada. Además, todos pecamos por acciones o pensamientos.",,,,,,,,,
AUTOSUFICIENCIA,El hombre debe pagar por cortesía.,,,,,,,,,
AUTOSUFICIENCIA,Pago por la invitación,,,,,,,,,
AUTOSUFICIENCIA,"Aunque no es aceptado en nuestra sociedad, si la mujer tiene una mejor situación financiera, podría asumir el gasto.",,,,,,,,,
AUTOSUFICIENCIA,"Como mujer, también podría pagar si mi pareja no tiene dinero o está en un mal momento económico.",,,,,,,,,
